,ds,population,temp,rain,hum,week_weekend,st,holiday,y,warning
45,2017-01-02 22:00:00,57829.0,7.1,0.0,77.0,0,-3.4,0,564.0,not
46,2017-01-02 23:00:00,57829.0,7.1,0.0,76.0,0,-3.4,0,513.0,not
47,2017-01-03 00:00:00,57829.0,6.5,0.0,76.0,0,-1.3,0,455.0,not
48,2017-01-03 01:00:00,57829.0,6.4,0.0,69.0,0,-1.3,0,612.0,not
49,2017-01-03 02:00:00,57829.0,5.7,0.0,70.0,0,-1.3,0,331.0,not
50,2017-01-03 03:00:00,57829.0,5.2,0.0,70.0,0,-1.3,0,320.0,not
51,2017-01-03 04:00:00,57829.0,3.9,0.0,78.0,0,-1.3,0,584.0,not
52,2017-01-03 05:00:00,57829.0,3.3,0.0,77.0,0,-1.3,0,421.0,not
53,2017-01-03 06:00:00,57829.0,2.2,0.0,80.0,0,-1.3,0,460.0,not
54,2017-01-03 07:00:00,57829.0,0.9,0.0,90.0,0,-1.3,0,543.0,not
55,2017-01-03 08:00:00,57829.0,1.9,0.0,81.0,0,-1.3,0,508.0,not
56,2017-01-03 09:00:00,57829.0,3.2,0.0,78.0,0,-1.3,0,349.0,not
57,2017-01-03 10:00:00,57829.0,4.9,0.0,63.0,0,-1.3,0,534.0,not
58,2017-01-03 11:00:00,57829.0,6.2,0.0,53.0,0,-1.3,0,481.0,not
59,2017-01-03 12:00:00,57829.0,8.1,0.0,41.0,0,-1.3,0,576.0,not
60,2017-01-03 13:00:00,57829.0,9.3,0.0,32.0,0,-1.3,0,563.0,not
61,2017-01-03 14:00:00,57829.0,10.2,0.0,30.0,0,-1.3,0,339.0,not
62,2017-01-03 15:00:00,57829.0,9.9,0.0,31.0,0,-1.3,0,679.0,not
63,2017-01-03 16:00:00,57829.0,9.5,0.0,29.0,0,-1.3,0,480.0,not
64,2017-01-03 17:00:00,57829.0,8.1,0.0,34.0,0,-1.3,0,573.0,not
65,2017-01-03 18:00:00,57829.0,5.0,0.0,49.0,0,-1.3,0,470.0,not
66,2017-01-03 19:00:00,57829.0,3.2,0.0,60.0,0,-1.3,0,624.0,not
67,2017-01-03 20:00:00,57829.0,2.2,0.0,66.0,0,-1.3,0,652.0,not
68,2017-01-03 21:00:00,57829.0,3.1,0.0,59.0,0,-1.3,0,491.0,not
69,2017-01-03 22:00:00,57829.0,2.4,0.0,63.0,0,-1.3,0,380.0,not
70,2017-01-03 23:00:00,57829.0,1.1,0.0,76.0,0,-1.3,0,471.0,not
71,2017-01-04 00:00:00,57829.0,0.1,0.0,85.0,0,-3.4,0,208.0,not
72,2017-01-04 01:00:00,57829.0,0.0,0.0,86.0,0,-3.4,0,408.0,not
73,2017-01-04 02:00:00,57829.0,-1.4,0.0,91.0,0,-3.4,0,587.0,not
74,2017-01-04 03:00:00,57829.0,-1.8,0.0,94.0,0,-3.4,0,491.0,not
75,2017-01-04 04:00:00,57829.0,-2.2,0.0,97.0,0,-3.4,0,410.0,not
76,2017-01-04 05:00:00,57829.0,-1.7,0.0,94.0,0,-3.4,0,399.0,not
77,2017-01-04 06:00:00,57829.0,-1.0,0.0,93.0,0,-3.4,0,269.0,not
78,2017-01-04 07:00:00,57829.0,0.3,0.0,91.0,0,-3.4,0,570.0,not
79,2017-01-04 08:00:00,57829.0,1.0,0.0,89.0,0,-3.4,0,586.0,not
80,2017-01-04 09:00:00,57829.0,2.2,0.0,84.0,0,-3.4,0,465.0,not
81,2017-01-04 10:00:00,57829.0,4.2,0.0,78.0,0,-3.4,0,564.0,not
82,2017-01-04 11:00:00,57829.0,6.6,0.0,67.0,0,-3.4,0,445.0,not
83,2017-01-04 12:00:00,57829.0,9.2,0.0,63.0,0,-3.4,0,254.0,not
84,2017-01-04 13:00:00,57829.0,10.3,0.0,55.0,0,-3.4,0,367.0,not
85,2017-01-04 14:00:00,57829.0,10.7,0.0,51.0,0,-3.4,0,619.0,not
86,2017-01-04 15:00:00,57829.0,10.0,0.0,46.0,0,-3.4,0,659.0,not
87,2017-01-04 16:00:00,57829.0,10.0,0.0,43.0,0,-3.4,0,368.0,not
88,2017-01-04 17:00:00,57829.0,8.0,0.0,53.0,0,-3.4,0,484.0,not
89,2017-01-04 18:00:00,57829.0,5.8,0.0,63.0,0,-3.4,0,606.0,not
90,2017-01-04 19:00:00,57829.0,4.1,0.0,69.0,0,-3.4,0,536.0,not
91,2017-01-04 20:00:00,57829.0,3.4,0.0,70.0,0,-3.4,0,407.0,not
92,2017-01-04 21:00:00,57829.0,2.8,0.0,72.0,0,-3.4,0,581.0,not
93,2017-01-04 22:00:00,57829.0,1.9,0.0,77.0,0,-3.4,0,491.0,not
94,2017-01-04 23:00:00,57829.0,0.4,0.0,83.0,0,-3.4,0,279.0,not
95,2017-01-05 00:00:00,57829.0,0.1,0.0,88.0,0,-3.3,0,528.0,not
96,2017-01-05 01:00:00,57829.0,-0.2,0.0,88.0,0,-3.3,0,414.0,not
97,2017-01-05 02:00:00,57829.0,-1.2,0.0,93.0,0,-3.3,0,563.0,not
98,2017-01-05 03:00:00,57829.0,-1.4,0.0,94.0,0,-3.3,0,525.0,not
99,2017-01-05 04:00:00,57829.0,-1.4,0.0,96.0,0,-3.3,0,377.0,not
100,2017-01-05 05:00:00,57829.0,-1.5,0.0,97.0,0,-3.3,0,460.0,not
101,2017-01-05 06:00:00,57829.0,-1.3,0.0,96.0,0,-3.3,0,641.0,not
102,2017-01-05 07:00:00,57829.0,-1.4,0.0,96.0,0,-3.3,0,485.0,not
103,2017-01-05 08:00:00,57829.0,-0.5,0.0,92.0,0,-3.3,0,478.0,not
104,2017-01-05 09:00:00,57829.0,0.1,0.0,90.0,0,-3.3,0,411.0,not
105,2017-01-05 10:00:00,57829.0,2.3,0.0,79.0,0,-3.3,0,579.0,not
106,2017-01-05 11:00:00,57829.0,4.3,0.0,71.0,0,-3.3,0,331.0,not
107,2017-01-05 12:00:00,57829.0,5.7,0.0,63.0,0,-3.3,0,524.0,not
108,2017-01-05 13:00:00,57829.0,6.5,0.0,63.0,0,-3.3,0,527.0,not
109,2017-01-05 14:00:00,57829.0,7.3,0.0,66.0,0,-3.3,0,666.0,not
110,2017-01-05 15:00:00,57829.0,8.2,0.0,67.0,0,-3.3,0,701.0,not
111,2017-01-05 16:00:00,57829.0,8.1,0.0,71.0,0,-3.3,0,310.0,not
112,2017-01-05 17:00:00,57829.0,7.3,0.0,81.0,0,-3.3,0,524.0,not
113,2017-01-05 18:00:00,57829.0,7.1,0.0,83.0,0,-3.3,0,447.0,not
114,2017-01-05 19:00:00,57829.0,7.0,0.0,84.0,0,-3.3,0,429.0,not
115,2017-01-05 20:00:00,57829.0,7.1,0.0,78.0,0,-3.3,0,584.0,not
116,2017-01-05 21:00:00,57829.0,7.0,0.0,78.0,0,-3.3,0,446.0,not
117,2017-01-05 22:00:00,57829.0,6.7,0.0,79.0,0,-3.3,0,592.0,not
118,2017-01-05 23:00:00,57829.0,6.2,0.0,79.0,0,-3.3,0,290.0,not
119,2017-01-06 00:00:00,57829.0,5.9,0.0,79.0,0,-1.1,0,383.0,not
120,2017-01-06 01:00:00,57829.0,5.7,0.0,81.0,0,-1.1,0,426.0,not
121,2017-01-06 02:00:00,57829.0,4.3,0.0,90.0,0,-1.1,0,424.0,not
122,2017-01-06 03:00:00,57829.0,4.3,0.0,91.0,0,-1.1,0,604.0,not
123,2017-01-06 04:00:00,57829.0,4.4,0.0,90.0,0,-1.1,0,604.0,not
124,2017-01-06 05:00:00,57829.0,4.5,0.0,93.0,0,-1.1,0,462.0,not
125,2017-01-06 06:00:00,57829.0,4.4,0.0,89.0,0,-1.1,0,464.0,not
126,2017-01-06 07:00:00,57829.0,4.1,0.0,91.0,0,-1.1,0,286.0,not
127,2017-01-06 08:00:00,57829.0,4.0,0.0,94.0,0,-1.1,0,622.0,not
128,2017-01-06 09:00:00,57829.0,4.5,0.0,92.0,0,-1.1,0,460.0,not
129,2017-01-06 10:00:00,57829.0,5.6,0.0,81.0,0,-1.1,0,537.0,not
130,2017-01-06 11:00:00,57829.0,6.5,0.0,75.0,0,-1.1,0,487.0,not
131,2017-01-06 12:00:00,57829.0,7.1,0.0,65.0,0,-1.1,0,386.0,not
132,2017-01-06 13:00:00,57829.0,8.6,0.0,58.0,0,-1.1,0,520.0,not
133,2017-01-06 14:00:00,57829.0,8.8,0.0,60.0,0,-1.1,0,613.0,not
134,2017-01-06 15:00:00,57829.0,8.4,0.0,59.0,0,-1.1,0,748.0,not
135,2017-01-06 16:00:00,57829.0,8.6,0.0,56.0,0,-1.1,0,569.0,not
136,2017-01-06 17:00:00,57829.0,7.2,0.0,66.0,0,-1.1,0,462.0,not
137,2017-01-06 18:00:00,57829.0,4.9,0.0,78.0,0,-1.1,0,293.0,not
138,2017-01-06 19:00:00,57829.0,3.6,0.0,86.0,0,-1.1,0,417.0,not
139,2017-01-06 20:00:00,57829.0,2.4,0.0,91.0,0,-1.1,0,563.0,not
140,2017-01-06 21:00:00,57829.0,1.5,0.0,95.0,0,-1.1,0,365.0,not
141,2017-01-06 22:00:00,57829.0,1.3,0.0,97.0,0,-1.1,0,595.0,not
142,2017-01-06 23:00:00,57829.0,0.5,0.0,98.0,0,-1.1,0,423.0,not
143,2017-01-07 00:00:00,57829.0,-0.1,0.0,99.0,1,-3.5,0,538.0,not
144,2017-01-07 01:00:00,57829.0,-0.5,0.0,99.0,1,-3.5,0,494.0,not
145,2017-01-07 02:00:00,57829.0,-0.9,0.0,99.0,1,-3.5,0,379.0,not
146,2017-01-07 03:00:00,57829.0,-1.3,0.0,99.0,1,-3.5,0,439.0,not
147,2017-01-07 04:00:00,57829.0,-2.0,0.0,99.0,1,-3.5,0,739.0,not
148,2017-01-07 05:00:00,57829.0,-2.3,0.0,99.0,1,-3.5,0,491.0,not
149,2017-01-07 06:00:00,57829.0,-2.2,0.0,99.0,1,-3.5,0,350.0,not
150,2017-01-07 07:00:00,57829.0,-2.6,0.0,99.0,1,-3.5,0,479.0,not
151,2017-01-07 08:00:00,57829.0,-2.6,0.0,99.0,1,-3.5,0,245.0,not
152,2017-01-07 09:00:00,57829.0,-1.6,0.0,99.0,1,-3.5,0,485.0,not
153,2017-01-07 10:00:00,57829.0,0.1,0.0,99.0,1,-3.5,0,708.0,not
154,2017-01-07 11:00:00,57829.0,0.7,0.0,96.0,1,-3.5,0,478.0,not
155,2017-01-07 12:00:00,57829.0,3.9,0.0,82.0,1,-3.5,0,390.0,not
156,2017-01-07 13:00:00,57829.0,6.0,0.0,73.0,1,-3.5,0,564.0,not
157,2017-01-07 14:00:00,57829.0,6.7,0.0,66.0,1,-3.5,0,339.0,not
158,2017-01-07 15:00:00,57829.0,7.3,0.0,62.0,1,-3.5,0,534.0,not
159,2017-01-07 16:00:00,57829.0,7.7,0.0,62.0,1,-3.5,0,687.0,not
160,2017-01-07 17:00:00,57829.0,7.3,0.0,64.0,1,-3.5,0,425.0,not
161,2017-01-07 18:00:00,57829.0,5.8,0.0,76.0,1,-3.5,0,509.0,not
162,2017-01-07 19:00:00,57829.0,5.0,0.0,80.0,1,-3.5,0,432.0,not
163,2017-01-07 20:00:00,57829.0,4.3,0.0,85.0,1,-3.5,0,188.0,not
164,2017-01-07 21:00:00,57829.0,4.2,0.0,87.0,1,-3.5,0,524.0,not
165,2017-01-07 22:00:00,57829.0,4.0,0.0,87.0,1,-3.5,0,711.0,not
166,2017-01-07 23:00:00,57829.0,3.9,0.0,91.0,1,-3.5,0,513.0,not
167,2017-01-08 00:00:00,57829.0,3.7,0.0,92.0,1,2.9,0,327.0,not
168,2017-01-08 01:00:00,57829.0,3.9,0.0,92.0,1,2.9,0,479.0,not
169,2017-01-08 02:00:00,57829.0,4.0,0.0,91.0,1,2.9,0,552.0,not
170,2017-01-08 03:00:00,57829.0,4.1,0.0,90.0,1,2.9,0,336.0,not
171,2017-01-08 04:00:00,57829.0,3.7,0.0,93.0,1,2.9,0,582.0,not
172,2017-01-08 05:00:00,57829.0,3.6,0.0,93.0,1,2.9,0,483.0,not
173,2017-01-08 06:00:00,57829.0,3.6,0.0,93.0,1,2.9,0,284.0,not
174,2017-01-08 07:00:00,57829.0,3.7,0.0,96.0,1,2.9,0,449.0,not
175,2017-01-08 08:00:00,57829.0,4.2,0.0,93.0,1,2.9,0,420.0,not
176,2017-01-08 09:00:00,57829.0,4.9,0.0,91.0,1,2.9,0,264.0,not
177,2017-01-08 10:00:00,57829.0,6.7,0.0,80.0,1,2.9,0,514.0,not
178,2017-01-08 11:00:00,57829.0,8.9,0.0,72.0,1,2.9,0,668.0,not
179,2017-01-08 12:00:00,57829.0,10.0,0.0,66.0,1,2.9,0,329.0,not
180,2017-01-08 13:00:00,57829.0,11.1,0.0,59.0,1,2.9,0,498.0,not
181,2017-01-08 14:00:00,57829.0,11.5,0.0,56.0,1,2.9,0,509.0,not
182,2017-01-08 15:00:00,57829.0,12.3,0.0,53.0,1,2.9,0,333.0,not
183,2017-01-08 16:00:00,57829.0,12.2,0.0,54.0,1,2.9,0,570.0,not
184,2017-01-08 17:00:00,57829.0,11.2,0.0,59.0,1,2.9,0,768.0,not
185,2017-01-08 18:00:00,57829.0,9.6,0.0,71.0,1,2.9,0,563.0,not
186,2017-01-08 19:00:00,57829.0,7.1,0.0,82.0,1,2.9,0,278.0,not
187,2017-01-08 20:00:00,57829.0,6.1,0.0,87.0,1,2.9,0,336.0,not
188,2017-01-08 21:00:00,57829.0,6.6,0.0,86.0,1,2.9,0,553.0,not
189,2017-01-08 22:00:00,57829.0,7.3,0.0,83.0,1,2.9,0,546.0,not
190,2017-01-08 23:00:00,57829.0,8.6,0.0,77.0,1,2.9,0,367.0,not
191,2017-01-09 00:00:00,57829.0,8.8,0.0,75.0,0,-0.7,0,561.0,not
192,2017-01-09 01:00:00,57829.0,8.1,0.0,73.0,0,-0.7,0,320.0,not
193,2017-01-09 02:00:00,57829.0,8.3,0.0,71.0,0,-0.7,0,482.0,not
194,2017-01-09 03:00:00,57829.0,7.4,0.0,77.0,0,-0.7,0,568.0,not
195,2017-01-09 04:00:00,57829.0,6.1,0.0,93.0,0,-0.7,0,354.0,not
196,2017-01-09 05:00:00,57829.0,6.3,0.0,77.0,0,-0.7,0,541.0,not
197,2017-01-09 06:00:00,57829.0,6.5,0.2,69.0,0,-0.7,0,526.0,not
198,2017-01-09 07:00:00,57829.0,6.2,0.0,65.0,0,-0.7,0,395.0,not
199,2017-01-09 08:00:00,57829.0,6.1,0.0,61.0,0,-0.7,0,508.0,not
200,2017-01-09 09:00:00,57829.0,6.0,0.0,62.0,0,-0.7,0,266.0,not
201,2017-01-09 10:00:00,57829.0,6.1,0.0,64.0,0,-0.7,0,284.0,not
202,2017-01-09 11:00:00,57829.0,7.1,0.0,63.0,0,-0.7,0,587.0,not
203,2017-01-09 12:00:00,57829.0,7.3,0.0,60.0,0,-0.7,0,814.0,not
204,2017-01-09 13:00:00,57829.0,8.5,0.0,51.0,0,-0.7,0,429.0,not
205,2017-01-09 14:00:00,57829.0,9.3,0.0,41.0,0,-0.7,0,483.0,not
206,2017-01-09 15:00:00,57829.0,9.2,0.0,37.0,0,-0.7,0,516.0,not
207,2017-01-09 16:00:00,57829.0,8.6,0.0,38.0,0,-0.7,0,371.0,not
208,2017-01-09 17:00:00,57829.0,7.3,0.0,38.0,0,-0.7,0,529.0,not
209,2017-01-09 18:00:00,57829.0,6.1,0.0,43.0,0,-0.7,0,476.0,not
210,2017-01-09 19:00:00,57829.0,5.3,0.0,47.0,0,-0.7,0,584.0,not
211,2017-01-09 20:00:00,57829.0,4.8,0.0,50.0,0,-0.7,0,650.0,not
212,2017-01-09 21:00:00,57829.0,3.8,0.0,55.0,0,-0.7,0,435.0,not
213,2017-01-09 22:00:00,57829.0,2.8,0.0,60.0,0,-0.7,0,344.0,not
214,2017-01-09 23:00:00,57829.0,2.0,0.0,68.0,0,-0.7,0,521.0,not
215,2017-01-10 00:00:00,57829.0,1.9,0.0,69.0,0,-5.0,0,364.0,not
216,2017-01-10 01:00:00,57829.0,1.8,0.0,66.0,0,-5.0,0,488.0,not
217,2017-01-10 02:00:00,57829.0,1.0,0.0,66.0,0,-5.0,0,637.0,not
218,2017-01-10 03:00:00,57829.0,0.9,0.0,62.0,0,-5.0,0,425.0,not
219,2017-01-10 04:00:00,57829.0,0.4,0.0,64.0,0,-5.0,0,563.0,not
220,2017-01-10 05:00:00,57829.0,0.4,0.0,62.0,0,-5.0,0,418.0,not
221,2017-01-10 06:00:00,57829.0,0.2,0.0,64.0,0,-5.0,0,398.0,not
222,2017-01-10 07:00:00,57829.0,-0.3,0.0,63.0,0,-5.0,0,645.0,not
223,2017-01-10 08:00:00,57829.0,-0.6,0.0,64.0,0,-5.0,0,457.0,not
224,2017-01-10 09:00:00,57829.0,0.4,0.0,56.0,0,-5.0,0,539.0,not
225,2017-01-10 10:00:00,57829.0,1.6,0.0,50.0,0,-5.0,0,445.0,not
226,2017-01-10 11:00:00,57829.0,2.0,0.0,45.0,0,-5.0,0,574.0,not
227,2017-01-10 12:00:00,57829.0,3.9,0.0,35.0,0,-5.0,0,242.0,not
228,2017-01-10 13:00:00,57829.0,4.8,0.0,34.0,0,-5.0,0,352.0,not
229,2017-01-10 14:00:00,57829.0,5.2,0.0,35.0,0,-5.0,0,548.0,not
230,2017-01-10 15:00:00,57829.0,5.8,0.0,36.0,0,-5.0,0,699.0,not
231,2017-01-10 16:00:00,57829.0,4.3,0.0,43.0,0,-5.0,0,617.0,not
232,2017-01-10 17:00:00,57829.0,4.0,0.0,46.0,0,-5.0,0,488.0,not
233,2017-01-10 18:00:00,57829.0,2.6,0.0,54.0,0,-5.0,0,357.0,not
234,2017-01-10 19:00:00,57829.0,1.6,0.0,62.0,0,-5.0,0,565.0,not
235,2017-01-10 20:00:00,57829.0,1.6,0.0,51.0,0,-5.0,0,613.0,not
236,2017-01-10 21:00:00,57829.0,0.8,0.0,54.0,0,-5.0,0,405.0,not
237,2017-01-10 22:00:00,57829.0,-0.4,0.0,59.0,0,-5.0,0,484.0,not
238,2017-01-10 23:00:00,57829.0,-0.4,0.0,53.0,0,-5.0,0,421.0,not
239,2017-01-11 00:00:00,57829.0,-0.9,0.0,54.0,0,-8.8,0,340.0,not
240,2017-01-11 01:00:00,57829.0,-1.6,0.0,54.0,0,-8.8,0,558.0,not
241,2017-01-11 02:00:00,57829.0,-1.9,0.0,48.0,0,-8.8,0,347.0,not
242,2017-01-11 03:00:00,57829.0,-3.1,0.0,55.0,0,-8.8,0,583.0,not
243,2017-01-11 04:00:00,57829.0,-3.5,0.0,57.0,0,-8.8,0,481.0,not
244,2017-01-11 05:00:00,57829.0,-4.3,0.0,51.0,0,-8.8,0,427.0,not
245,2017-01-11 06:00:00,57829.0,-4.9,0.0,46.0,0,-8.8,0,564.0,not
246,2017-01-11 07:00:00,57829.0,-4.6,0.0,31.0,0,-8.8,0,282.0,not
247,2017-01-11 08:00:00,57829.0,-4.4,0.0,27.0,0,-8.8,0,347.0,not
248,2017-01-11 09:00:00,57829.0,-3.3,0.0,26.0,0,-8.8,0,495.0,not
249,2017-01-11 10:00:00,57829.0,-1.8,0.0,22.0,0,-8.8,0,494.0,not
250,2017-01-11 11:00:00,57829.0,-0.9,0.0,20.0,0,-8.8,0,620.0,not
251,2017-01-11 12:00:00,57829.0,0.8,0.0,24.0,0,-8.8,0,459.0,not
252,2017-01-11 13:00:00,57829.0,2.1,0.0,27.0,0,-8.8,0,498.0,not
253,2017-01-11 14:00:00,57829.0,2.6,0.0,26.0,0,-8.8,0,621.0,not
254,2017-01-11 15:00:00,57829.0,3.4,0.0,33.0,0,-8.8,0,460.0,not
255,2017-01-11 16:00:00,57829.0,3.1,0.0,37.0,0,-8.8,0,553.0,not
256,2017-01-11 17:00:00,57829.0,2.4,0.0,44.0,0,-8.8,0,447.0,not
257,2017-01-11 18:00:00,57829.0,1.1,0.0,54.0,0,-8.8,0,693.0,not
258,2017-01-11 19:00:00,57829.0,0.6,0.0,57.0,0,-8.8,0,598.0,not
259,2017-01-11 20:00:00,57829.0,0.5,0.0,59.0,0,-8.8,0,289.0,not
260,2017-01-11 21:00:00,57829.0,0.1,0.0,62.0,0,-8.8,0,501.0,not
261,2017-01-11 22:00:00,57829.0,-0.1,0.0,65.0,0,-8.8,0,400.0,not
262,2017-01-11 23:00:00,57829.0,-0.2,0.0,68.0,0,-8.8,0,304.0,not
263,2017-01-12 00:00:00,57829.0,-0.3,0.0,68.0,0,-4.3,0,705.0,not
264,2017-01-12 01:00:00,57829.0,-0.8,0.0,68.0,0,-4.3,0,455.0,not
265,2017-01-12 02:00:00,57829.0,-0.9,0.0,60.0,0,-4.3,0,489.0,not
266,2017-01-12 03:00:00,57829.0,-1.3,0.0,65.0,0,-4.3,0,548.0,not
267,2017-01-12 04:00:00,57829.0,-2.6,0.0,78.0,0,-4.3,0,268.0,not
268,2017-01-12 05:00:00,57829.0,-3.0,0.0,82.0,0,-4.3,0,250.0,not
269,2017-01-12 06:00:00,57829.0,-2.7,0.0,84.0,0,-4.3,0,534.0,not
270,2017-01-12 07:00:00,57829.0,-2.9,0.0,87.0,0,-4.3,0,622.0,not
271,2017-01-12 08:00:00,57829.0,-2.5,0.0,83.0,0,-4.3,0,464.0,not
272,2017-01-12 09:00:00,57829.0,-1.0,0.0,77.0,0,-4.3,0,594.0,not
273,2017-01-12 10:00:00,57829.0,2.4,0.0,58.0,0,-4.3,0,332.0,not
274,2017-01-12 11:00:00,57829.0,6.0,0.0,51.0,0,-4.3,0,283.0,not
275,2017-01-12 12:00:00,57829.0,7.8,0.0,36.0,0,-4.3,0,581.0,not
276,2017-01-12 13:00:00,57829.0,7.9,0.0,37.0,0,-4.3,0,619.0,not
277,2017-01-12 14:00:00,57829.0,6.6,0.0,51.0,0,-4.3,0,561.0,not
278,2017-01-12 15:00:00,57829.0,5.8,0.0,56.0,0,-4.3,0,685.0,not
279,2017-01-12 16:00:00,57829.0,4.8,0.0,61.0,0,-4.3,0,507.0,not
280,2017-01-12 17:00:00,57829.0,3.6,0.0,72.0,0,-4.3,0,556.0,not
281,2017-01-12 18:00:00,57829.0,3.6,0.0,62.0,0,-4.3,0,519.0,not
282,2017-01-12 19:00:00,57829.0,2.8,0.0,62.0,0,-4.3,0,282.0,not
283,2017-01-12 20:00:00,57829.0,1.2,0.0,50.0,0,-4.3,0,434.0,not
284,2017-01-12 21:00:00,57829.0,0.2,0.0,42.0,0,-4.3,0,609.0,not
285,2017-01-12 22:00:00,57829.0,-0.1,0.0,37.0,0,-4.3,0,333.0,not
286,2017-01-12 23:00:00,57829.0,0.1,0.0,36.0,0,-4.3,0,631.0,not
287,2017-01-13 00:00:00,57829.0,-0.5,0.0,39.0,0,-8.0,0,582.0,not
288,2017-01-13 01:00:00,57829.0,-1.0,0.0,42.0,0,-8.0,0,356.0,not
289,2017-01-13 02:00:00,57829.0,-1.7,0.0,48.0,0,-8.0,0,359.0,not
290,2017-01-13 03:00:00,57829.0,-2.4,0.0,42.0,0,-8.0,0,523.0,not
291,2017-01-13 04:00:00,57829.0,-2.4,0.0,38.0,0,-8.0,0,479.0,not
292,2017-01-13 05:00:00,57829.0,-3.0,0.0,36.0,0,-8.0,0,397.0,not
293,2017-01-13 06:00:00,57829.0,-4.8,0.0,51.0,0,-8.0,0,562.0,not
294,2017-01-13 07:00:00,57829.0,-6.0,0.0,61.0,0,-8.0,0,351.0,not
