,ds,y,week,population,temp,rain,hum,st
56,2017-01-03 09:00:00,367.0,weekday,"16,738",-2.3,0.0,87.8,-1.3
57,2017-01-03 10:00:00,386.0,weekday,"16,738",2.1,0.0,65.9,-1.3
58,2017-01-03 11:00:00,369.0,weekday,"16,738",5.9,0.0,46.3,-1.3
59,2017-01-03 12:00:00,119.0,weekday,"16,738",7.5,0.0,40.4,-1.3
60,2017-01-03 13:00:00,228.0,weekday,"16,738",8.3,0.0,35.9,-1.3
61,2017-01-03 14:00:00,256.0,weekday,"16,738",9.1,0.0,24.9,-1.3
62,2017-01-03 15:00:00,73.0,weekday,"16,738",9.5,0.0,22.5,-1.3
63,2017-01-03 16:00:00,61.0,weekday,"16,738",9.5,0.0,18.8,-1.3
64,2017-01-03 17:00:00,149.0,weekday,"16,738",6.2,0.0,38.1,-1.3
65,2017-01-03 18:00:00,128.0,weekday,"16,738",2.3,0.0,51.9,-1.3
66,2017-01-03 19:00:00,149.0,weekday,"16,738",-0.1,0.0,57.7,-1.3
67,2017-01-03 20:00:00,362.0,weekday,"16,738",-1.8,0.0,63.7,-1.3
68,2017-01-03 21:00:00,430.0,weekday,"16,738",-2.8,0.0,66.7,-1.3
69,2017-01-03 22:00:00,400.0,weekday,"16,738",-3.7,0.0,72.4,-1.3
70,2017-01-03 23:00:00,250.0,weekday,"16,738",-4.1,0.0,75.3,-1.3
71,2017-01-04 00:00:00,216.0,weekday,"16,738",-4.5,0.0,78.3,-3.4
72,2017-01-04 01:00:00,140.0,weekday,"16,738",-5.1,0.0,81.1,-3.4
73,2017-01-04 02:00:00,120.0,weekday,"16,738",-5.4,0.0,82.3,-3.4
74,2017-01-04 03:00:00,67.0,weekday,"16,738",-5.6,0.0,82.3,-3.4
75,2017-01-04 04:00:00,12.0,weekday,"16,738",-5.4,0.0,83.7,-3.4
76,2017-01-04 05:00:00,12.0,weekday,"16,738",-5.4,0.0,84.0,-3.4
77,2017-01-04 06:00:00,13.0,weekday,"16,738",-3.9,0.0,81.0,-3.4
78,2017-01-04 07:00:00,16.0,weekday,"16,738",-2.8,0.0,75.8,-3.4
79,2017-01-04 08:00:00,86.0,weekday,"16,738",-1.9,0.0,73.9,-3.4
80,2017-01-04 09:00:00,448.0,weekday,"16,738",-0.5,0.0,68.1,-3.4
81,2017-01-04 10:00:00,278.0,weekday,"16,738",1.4,0.0,61.7,-3.4
82,2017-01-04 11:00:00,158.0,weekday,"16,738",7.1,0.0,53.6,-3.4
83,2017-01-04 12:00:00,133.0,weekday,"16,738",8.8,0.0,49.1,-3.4
84,2017-01-04 13:00:00,181.0,weekday,"16,738",9.3,0.0,45.9,-3.4
85,2017-01-04 14:00:00,167.0,weekday,"16,738",10.2,0.0,41.1,-3.4
86,2017-01-04 15:00:00,164.0,weekday,"16,738",9.6,0.0,35.6,-3.4
87,2017-01-04 16:00:00,115.0,weekday,"16,738",9.8,0.0,32.2,-3.4
88,2017-01-04 17:00:00,89.0,weekday,"16,738",8.4,0.0,27.3,-3.4
89,2017-01-04 18:00:00,509.0,weekday,"16,738",2.9,0.0,50.2,-3.4
90,2017-01-04 19:00:00,525.0,weekday,"16,738",0.3,0.0,58.2,-3.4
91,2017-01-04 20:00:00,246.0,weekday,"16,738",-1.2,0.0,65.8,-3.4
92,2017-01-04 21:00:00,145.0,weekday,"16,738",-2.2,0.0,70.2,-3.4
93,2017-01-04 22:00:00,190.0,weekday,"16,738",-3.1,0.0,73.7,-3.4
94,2017-01-04 23:00:00,337.0,weekday,"16,738",-3.7,0.0,76.9,-3.4
95,2017-01-05 00:00:00,432.0,weekday,"16,738",-3.8,0.0,78.7,-3.3
96,2017-01-05 01:00:00,141.0,weekday,"16,738",-4.0,0.0,79.8,-3.3
97,2017-01-05 02:00:00,31.0,weekday,"16,738",-4.3,0.0,81.8,-3.3
98,2017-01-05 03:00:00,111.0,weekday,"16,738",-4.5,0.0,83.4,-3.3
99,2017-01-05 04:00:00,65.0,weekday,"16,738",-4.6,0.0,84.7,-3.3
100,2017-01-05 05:00:00,13.0,weekday,"16,738",-4.7,0.0,85.7,-3.3
101,2017-01-05 06:00:00,14.0,weekday,"16,738",-4.8,0.0,86.4,-3.3
102,2017-01-05 07:00:00,15.0,weekday,"16,738",-4.6,0.0,86.6,-3.3
103,2017-01-05 08:00:00,55.0,weekday,"16,738",-4.1,0.0,86.6,-3.3
104,2017-01-05 09:00:00,161.0,weekday,"16,738",-2.5,0.0,82.8,-3.3
105,2017-01-05 10:00:00,311.0,weekday,"16,738",0.3,0.0,70.9,-3.3
106,2017-01-05 11:00:00,385.0,weekday,"16,738",2.7,0.0,57.4,-3.3
107,2017-01-05 12:00:00,327.0,weekday,"16,738",4.9,0.0,48.8,-3.3
108,2017-01-05 13:00:00,243.0,weekday,"16,738",6.5,0.0,50.2,-3.3
109,2017-01-05 14:00:00,337.0,weekday,"16,738",6.2,0.0,52.8,-3.3
110,2017-01-05 15:00:00,118.0,weekday,"16,738",6.4,0.0,53.1,-3.3
111,2017-01-05 16:00:00,185.0,weekday,"16,738",6.2,0.0,54.6,-3.3
112,2017-01-05 17:00:00,284.0,weekday,"16,738",5.1,0.0,59.3,-3.3
113,2017-01-05 18:00:00,149.0,weekday,"16,738",4.5,0.0,65.7,-3.3
114,2017-01-05 19:00:00,267.0,weekday,"16,738",3.8,0.0,74.8,-3.3
115,2017-01-05 20:00:00,76.0,weekday,"16,738",3.5,0.0,78.1,-3.3
116,2017-01-05 21:00:00,98.0,weekday,"16,738",3.4,0.0,79.1,-3.3
117,2017-01-05 22:00:00,225.0,weekday,"16,738",3.4,0.0,80.2,-3.3
118,2017-01-05 23:00:00,113.0,weekday,"16,738",4.5,0.0,71.7,-3.3
119,2017-01-06 00:00:00,244.0,weekday,"16,738",4.2,0.0,70.4,-1.1
120,2017-01-06 01:00:00,109.0,weekday,"16,738",4.0,0.0,71.6,-1.1
121,2017-01-06 02:00:00,144.0,weekday,"16,738",3.3,0.0,75.7,-1.1
122,2017-01-06 03:00:00,256.0,weekday,"16,738",3.3,0.0,75.4,-1.1
123,2017-01-06 04:00:00,30.0,weekday,"16,738",3.3,0.0,75.0,-1.1
124,2017-01-06 05:00:00,38.0,weekday,"16,738",2.7,0.0,78.6,-1.1
125,2017-01-06 06:00:00,30.0,weekday,"16,738",2.4,0.0,82.0,-1.1
126,2017-01-06 07:00:00,215.0,weekday,"16,738",2.4,0.0,82.8,-1.1
127,2017-01-06 08:00:00,364.0,weekday,"16,738",2.3,0.0,83.8,-1.1
128,2017-01-06 09:00:00,299.0,weekday,"16,738",3.2,0.0,81.6,-1.1
129,2017-01-06 10:00:00,317.0,weekday,"16,738",4.7,0.0,71.8,-1.1
130,2017-01-06 11:00:00,210.0,weekday,"16,738",5.7,0.0,60.0,-1.1
131,2017-01-06 12:00:00,38.0,weekday,"16,738",6.9,0.0,54.0,-1.1
132,2017-01-06 13:00:00,63.0,weekday,"16,738",7.2,0.0,52.1,-1.1
133,2017-01-06 14:00:00,224.0,weekday,"16,738",8.1,0.0,50.4,-1.1
134,2017-01-06 15:00:00,108.0,weekday,"16,738",7.8,0.0,49.7,-1.1
135,2017-01-06 16:00:00,56.0,weekday,"16,738",8.4,0.0,48.2,-1.1
136,2017-01-06 17:00:00,141.0,weekday,"16,738",6.1,0.0,53.0,-1.1
137,2017-01-06 18:00:00,116.0,weekday,"16,738",2.3,0.0,68.8,-1.1
138,2017-01-06 19:00:00,347.0,weekday,"16,738",0.1,0.0,78.4,-1.1
139,2017-01-06 20:00:00,477.0,weekday,"16,738",-0.9,0.0,82.5,-1.1
140,2017-01-06 21:00:00,377.0,weekday,"16,738",-1.6,0.0,86.4,-1.1
141,2017-01-06 22:00:00,158.0,weekday,"16,738",-2.5,0.0,88.1,-1.1
142,2017-01-06 23:00:00,183.0,weekday,"16,738",-3.3,0.0,88.6,-1.1
143,2017-01-07 00:00:00,197.0,weekend,"16,738",-3.6,0.0,89.3,-3.5
144,2017-01-07 01:00:00,48.0,weekend,"16,738",-4.0,0.0,89.6,-3.5
145,2017-01-07 02:00:00,215.0,weekend,"16,738",-4.3,0.0,89.2,-3.5
146,2017-01-07 03:00:00,52.0,weekend,"16,738",-4.6,0.0,88.9,-3.5
147,2017-01-07 04:00:00,28.0,weekend,"16,738",-5.0,0.0,88.6,-3.5
148,2017-01-07 05:00:00,18.0,weekend,"16,738",-5.3,0.0,88.4,-3.5
149,2017-01-07 06:00:00,14.0,weekend,"16,738",-5.7,0.0,88.1,-3.5
150,2017-01-07 07:00:00,137.0,weekend,"16,738",-5.9,0.0,87.6,-3.5
151,2017-01-07 08:00:00,20.0,weekend,"16,738",-5.6,0.0,88.1,-3.5
152,2017-01-07 09:00:00,39.0,weekend,"16,738",-3.8,0.0,88.1,-3.5
153,2017-01-07 10:00:00,104.0,weekend,"16,738",-1.3,0.0,90.1,-3.5
154,2017-01-07 11:00:00,227.0,weekend,"16,738",1.8,0.0,77.4,-3.5
155,2017-01-07 12:00:00,331.0,weekend,"16,738",4.2,0.0,66.2,-3.5
156,2017-01-07 13:00:00,285.0,weekend,"16,738",5.7,0.0,56.4,-3.5
157,2017-01-07 14:00:00,435.0,weekend,"16,738",6.1,0.0,55.5,-3.5
158,2017-01-07 15:00:00,196.0,weekend,"16,738",6.7,0.0,54.2,-3.5
159,2017-01-07 16:00:00,152.0,weekend,"16,738",6.7,0.0,53.7,-3.5
160,2017-01-07 17:00:00,170.0,weekend,"16,738",5.7,0.0,56.8,-3.5
161,2017-01-07 18:00:00,185.0,weekend,"16,738",3.6,0.0,64.4,-3.5
162,2017-01-07 19:00:00,268.0,weekend,"16,738",2.2,0.0,75.7,-3.5
163,2017-01-07 20:00:00,93.0,weekend,"16,738",2.0,0.0,75.8,-3.5
164,2017-01-07 21:00:00,114.0,weekend,"16,738",1.9,0.0,77.7,-3.5
165,2017-01-07 22:00:00,110.0,weekend,"16,738",1.5,0.0,80.8,-3.5
166,2017-01-07 23:00:00,145.0,weekend,"16,738",1.5,0.0,81.4,-3.5
167,2017-01-08 00:00:00,142.0,weekend,"16,738",1.4,0.0,82.1,2.9
168,2017-01-08 01:00:00,90.0,weekend,"16,738",1.4,0.0,82.2,2.9
169,2017-01-08 02:00:00,106.0,weekend,"16,738",1.7,0.0,80.4,2.9
170,2017-01-08 03:00:00,118.0,weekend,"16,738",1.7,0.0,82.3,2.9
171,2017-01-08 04:00:00,92.0,weekend,"16,738",1.5,0.0,83.3,2.9
172,2017-01-08 05:00:00,12.0,weekend,"16,738",1.5,0.0,84.2,2.9
173,2017-01-08 06:00:00,13.0,weekend,"16,738",1.5,0.0,84.4,2.9
174,2017-01-08 07:00:00,14.0,weekend,"16,738",1.5,0.0,85.5,2.9
175,2017-01-08 08:00:00,153.0,weekend,"16,738",1.7,0.0,84.1,2.9
176,2017-01-08 09:00:00,86.0,weekend,"16,738",2.8,0.0,79.7,2.9
177,2017-01-08 10:00:00,364.0,weekend,"16,738",4.4,0.0,72.1,2.9
178,2017-01-08 11:00:00,286.0,weekend,"16,738",7.2,0.0,58.6,2.9
179,2017-01-08 12:00:00,263.0,weekend,"16,738",9.1,0.0,52.6,2.9
180,2017-01-08 13:00:00,153.0,weekend,"16,738",11.6,0.0,46.5,2.9
181,2017-01-08 14:00:00,92.0,weekend,"16,738",11.4,0.0,45.9,2.9
182,2017-01-08 15:00:00,76.0,weekend,"16,738",12.2,0.0,44.1,2.9
183,2017-01-08 16:00:00,110.0,weekend,"16,738",11.7,0.0,45.7,2.9
184,2017-01-08 17:00:00,114.0,weekend,"16,738",10.1,0.0,50.6,2.9
185,2017-01-08 18:00:00,211.0,weekend,"16,738",6.6,0.0,61.2,2.9
186,2017-01-08 19:00:00,203.0,weekend,"16,738",4.1,0.0,73.3,2.9
187,2017-01-08 20:00:00,328.0,weekend,"16,738",4.4,0.0,74.6,2.9
188,2017-01-08 21:00:00,465.0,weekend,"16,738",4.3,0.0,80.1,2.9
189,2017-01-08 22:00:00,452.0,weekend,"16,738",4.7,0.0,82.3,2.9
190,2017-01-08 23:00:00,149.0,weekend,"16,738",4.7,0.0,81.3,2.9
191,2017-01-09 00:00:00,222.0,weekday,"16,738",6.0,0.0,73.9,-0.7
192,2017-01-09 01:00:00,184.0,weekday,"16,738",7.7,0.0,55.4,-0.7
193,2017-01-09 02:00:00,153.0,weekday,"16,738",6.5,0.0,64.3,-0.7
194,2017-01-09 03:00:00,122.0,weekday,"16,738",5.5,0.0,73.7,-0.7
195,2017-01-09 04:00:00,28.0,weekday,"16,738",5.0,0.0,74.4,-0.7
196,2017-01-09 05:00:00,20.0,weekday,"16,738",5.2,0.0,62.2,-0.7
197,2017-01-09 06:00:00,12.0,weekday,"16,738",5.3,0.0,57.5,-0.7
198,2017-01-09 07:00:00,103.0,weekday,"16,738",4.8,0.0,57.4,-0.7
199,2017-01-09 08:00:00,128.0,weekday,"16,738",5.0,0.0,52.8,-0.7
200,2017-01-09 09:00:00,176.0,weekday,"16,738",5.1,0.0,52.0,-0.7
201,2017-01-09 10:00:00,123.0,weekday,"16,738",5.1,0.0,54.2,-0.7
202,2017-01-09 11:00:00,139.0,weekday,"16,738",5.7,0.0,53.9,-0.7
203,2017-01-09 12:00:00,182.0,weekday,"16,738",6.3,0.0,49.3,-0.7
204,2017-01-09 13:00:00,409.0,weekday,"16,738",7.9,0.0,44.1,-0.7
205,2017-01-09 14:00:00,241.0,weekday,"16,738",8.0,0.0,37.7,-0.7
206,2017-01-09 15:00:00,189.0,weekday,"16,738",8.3,0.0,31.1,-0.7
207,2017-01-09 16:00:00,300.0,weekday,"16,738",7.7,0.0,33.1,-0.7
208,2017-01-09 17:00:00,162.0,weekday,"16,738",6.5,0.0,41.3,-0.7
209,2017-01-09 18:00:00,49.0,weekday,"16,738",5.2,0.0,43.0,-0.7
210,2017-01-09 19:00:00,159.0,weekday,"16,738",0.7,0.0,57.7,-0.7
211,2017-01-09 20:00:00,307.0,weekday,"16,738",-0.7,0.0,61.4,-0.7
212,2017-01-09 21:00:00,129.0,weekday,"16,738",-1.9,0.0,67.5,-0.7
213,2017-01-09 22:00:00,195.0,weekday,"16,738",-1.8,0.0,66.4,-0.7
214,2017-01-09 23:00:00,81.0,weekday,"16,738",0.4,0.0,60.6,-0.7
215,2017-01-10 00:00:00,248.0,weekday,"16,738",-3.3,0.0,74.8,-5.0
216,2017-01-10 01:00:00,267.0,weekday,"16,738",-4.2,0.0,78.9,-5.0
217,2017-01-10 02:00:00,235.0,weekday,"16,738",-4.9,0.0,83.2,-5.0
218,2017-01-10 03:00:00,226.0,weekday,"16,738",-5.4,0.0,84.5,-5.0
219,2017-01-10 04:00:00,26.0,weekday,"16,738",-6.2,0.0,85.3,-5.0
220,2017-01-10 05:00:00,26.0,weekday,"16,738",-5.8,0.0,85.2,-5.0
221,2017-01-10 06:00:00,27.0,weekday,"16,738",-3.9,0.0,73.8,-5.0
222,2017-01-10 07:00:00,123.0,weekday,"16,738",-1.7,0.0,57.4,-5.0
223,2017-01-10 08:00:00,301.0,weekday,"16,738",-1.9,0.0,56.1,-5.0
224,2017-01-10 09:00:00,418.0,weekday,"16,738",-1.0,0.0,52.3,-5.0
225,2017-01-10 10:00:00,520.0,weekday,"16,738",1.7,0.0,43.7,-5.0
226,2017-01-10 11:00:00,205.0,weekday,"16,738",1.9,0.0,41.3,-5.0
227,2017-01-10 12:00:00,66.0,weekday,"16,738",2.7,0.0,31.3,-5.0
228,2017-01-10 13:00:00,189.0,weekday,"16,738",3.7,0.0,34.1,-5.0
229,2017-01-10 14:00:00,151.0,weekday,"16,738",4.3,0.0,34.3,-5.0
230,2017-01-10 15:00:00,38.0,weekday,"16,738",4.5,0.0,35.9,-5.0
231,2017-01-10 16:00:00,137.0,weekday,"16,738",3.6,0.0,43.2,-5.0
232,2017-01-10 17:00:00,170.0,weekday,"16,738",3.2,0.0,45.3,-5.0
233,2017-01-10 18:00:00,227.0,weekday,"16,738",2.1,0.0,50.4,-5.0
234,2017-01-10 19:00:00,190.0,weekday,"16,738",0.7,0.0,54.4,-5.0
235,2017-01-10 20:00:00,299.0,weekday,"16,738",0.2,0.0,55.3,-5.0
236,2017-01-10 21:00:00,103.0,weekday,"16,738",-0.5,0.0,53.9,-5.0
237,2017-01-10 22:00:00,173.0,weekday,"16,738",-3.4,0.0,60.9,-5.0
238,2017-01-10 23:00:00,344.0,weekday,"16,738",-1.8,0.0,50.1,-5.0
239,2017-01-11 00:00:00,226.0,weekday,"16,738",-2.3,0.0,49.0,-8.8
240,2017-01-11 01:00:00,160.0,weekday,"16,738",-3.6,0.0,52.3,-8.8
241,2017-01-11 02:00:00,81.0,weekday,"16,738",-3.1,0.0,48.9,-8.8
242,2017-01-11 03:00:00,102.0,weekday,"16,738",-3.5,0.0,46.6,-8.8
243,2017-01-11 04:00:00,100.0,weekday,"16,738",-4.1,0.0,45.0,-8.8
244,2017-01-11 05:00:00,100.0,weekday,"16,738",-5.0,0.0,38.9,-8.8
245,2017-01-11 06:00:00,49.0,weekday,"16,738",-5.6,0.0,26.9,-8.8
246,2017-01-11 07:00:00,30.0,weekday,"16,738",-6.1,0.0,28.5,-8.8
247,2017-01-11 08:00:00,380.0,weekday,"16,738",-6.3,0.0,28.3,-8.8
248,2017-01-11 09:00:00,294.0,weekday,"16,738",-5.0,0.0,20.9,-8.8
249,2017-01-11 10:00:00,109.0,weekday,"16,738",-2.9,0.0,18.5,-8.8
250,2017-01-11 11:00:00,359.0,weekday,"16,738",-1.9,0.0,17.4,-8.8
251,2017-01-11 12:00:00,210.0,weekday,"16,738",-0.6,0.0,18.9,-8.8
252,2017-01-11 13:00:00,213.0,weekday,"16,738",0.6,0.0,21.9,-8.8
253,2017-01-11 14:00:00,229.0,weekday,"16,738",1.6,0.0,25.1,-8.8
254,2017-01-11 15:00:00,111.0,weekday,"16,738",2.4,0.0,28.8,-8.8
255,2017-01-11 16:00:00,143.0,weekday,"16,738",2.0,0.0,34.6,-8.8
256,2017-01-11 17:00:00,186.0,weekday,"16,738",0.9,0.0,46.8,-8.8
257,2017-01-11 18:00:00,200.0,weekday,"16,738",0.5,0.0,49.8,-8.8
258,2017-01-11 19:00:00,307.0,weekday,"16,738",-0.3,0.0,51.2,-8.8
259,2017-01-11 20:00:00,236.0,weekday,"16,738",-3.7,0.0,59.5,-8.8
260,2017-01-11 21:00:00,147.0,weekday,"16,738",-4.8,0.0,65.1,-8.8
261,2017-01-11 22:00:00,114.0,weekday,"16,738",-5.1,0.0,67.1,-8.8
262,2017-01-11 23:00:00,330.0,weekday,"16,738",-4.8,0.0,66.8,-8.8
263,2017-01-12 00:00:00,300.0,weekday,"16,738",-5.3,0.0,69.2,-4.3
264,2017-01-12 01:00:00,115.0,weekday,"16,738",-5.9,0.0,70.5,-4.3
265,2017-01-12 02:00:00,76.0,weekday,"16,738",-5.8,0.0,69.8,-4.3
266,2017-01-12 03:00:00,103.0,weekday,"16,738",-5.6,0.0,68.5,-4.3
267,2017-01-12 04:00:00,101.0,weekday,"16,738",-6.5,0.0,73.7,-4.3
268,2017-01-12 05:00:00,75.0,weekday,"16,738",-5.6,0.0,70.8,-4.3
269,2017-01-12 06:00:00,29.0,weekday,"16,738",-3.6,0.0,64.8,-4.3
270,2017-01-12 07:00:00,30.0,weekday,"16,738",-1.1,0.0,58.8,-4.3
271,2017-01-12 08:00:00,336.0,weekday,"16,738",-1.3,0.0,60.6,-4.3
272,2017-01-12 09:00:00,63.0,weekday,"16,738",3.4,0.0,49.7,-4.3
273,2017-01-12 10:00:00,159.0,weekday,"16,738",4.4,0.0,47.5,-4.3
274,2017-01-12 11:00:00,264.0,weekday,"16,738",6.0,0.0,39.7,-4.3
275,2017-01-12 12:00:00,219.0,weekday,"16,738",7.0,0.0,27.8,-4.3
276,2017-01-12 13:00:00,482.0,weekday,"16,738",6.8,0.0,34.3,-4.3
277,2017-01-12 14:00:00,278.0,weekday,"16,738",5.3,0.0,48.0,-4.3
278,2017-01-12 15:00:00,154.0,weekday,"16,738",4.1,0.0,53.1,-4.3
279,2017-01-12 16:00:00,133.0,weekday,"16,738",3.7,0.0,53.2,-4.3
280,2017-01-12 17:00:00,157.0,weekday,"16,738",2.5,0.0,60.2,-4.3
281,2017-01-12 18:00:00,126.0,weekday,"16,738",2.3,0.0,56.5,-4.3
282,2017-01-12 19:00:00,399.0,weekday,"16,738",1.6,0.0,55.6,-4.3
283,2017-01-12 20:00:00,242.0,weekday,"16,738",1.1,0.0,36.6,-4.3
284,2017-01-12 21:00:00,245.0,weekday,"16,738",-0.6,0.0,35.5,-4.3
285,2017-01-12 22:00:00,354.0,weekday,"16,738",-0.9,0.0,30.1,-4.3
286,2017-01-12 23:00:00,121.0,weekday,"16,738",-2.1,0.0,45.7,-4.3
287,2017-01-13 00:00:00,40.0,weekday,"16,738",-3.3,0.0,48.5,-8.0
288,2017-01-13 01:00:00,111.0,weekday,"16,738",-5.1,0.0,56.5,-8.0
289,2017-01-13 02:00:00,174.0,weekday,"16,738",-2.4,0.0,46.0,-8.0
290,2017-01-13 03:00:00,28.0,weekday,"16,738",-3.2,0.0,47.5,-8.0
291,2017-01-13 04:00:00,28.0,weekday,"16,738",-4.1,0.0,47.0,-8.0
292,2017-01-13 05:00:00,28.0,weekday,"16,738",-6.7,0.0,55.8,-8.0
293,2017-01-13 06:00:00,62.0,weekday,"16,738",-7.9,0.0,60.6,-8.0
294,2017-01-13 07:00:00,134.0,weekday,"16,738",-7.7,0.0,58.7,-8.0
295,2017-01-13 08:00:00,377.0,weekday,"16,738",-8.1,0.0,61.7,-8.0
296,2017-01-13 09:00:00,315.0,weekday,"16,738",-6.4,0.0,56.9,-8.0
297,2017-01-13 10:00:00,293.0,weekday,"16,738",-0.8,0.0,44.9,-8.0
298,2017-01-13 11:00:00,365.0,weekday,"16,738",0.7,0.0,43.7,-8.0
299,2017-01-13 12:00:00,209.0,weekday,"16,738",3.6,0.0,41.9,-8.0
300,2017-01-13 13:00:00,111.0,weekday,"16,738",4.1,0.0,45.8,-8.0
301,2017-01-13 14:00:00,86.0,weekday,"16,738",3.6,0.0,49.9,-8.0
302,2017-01-13 15:00:00,193.0,weekday,"16,738",0.4,0.0,59.6,-8.0
303,2017-01-13 16:00:00,148.0,weekday,"16,738",-0.2,0.0,53.8,-8.0
304,2017-01-13 17:00:00,123.0,weekday,"16,738",-1.1,0.0,48.2,-8.0
305,2017-01-13 18:00:00,152.0,weekday,"16,738",-2.0,0.0,51.3,-8.0
306,2017-01-13 19:00:00,172.0,weekday,"16,738",-3.1,0.0,52.0,-8.0
