,index,ds,week_weekday,population,temp,rain,hum,st,holiday,warning,y
29,29,2021-01-02 05:00:00,0,7097.0,-2.2,0.0,67.1,-9.2,0,not,61.0
30,30,2021-01-02 06:00:00,0,7097.0,-2.7,0.0,67.5,-9.2,0,not,67.0
31,31,2021-01-02 07:00:00,0,7097.0,-3.1,0.0,65.8,-9.2,0,not,71.0
32,32,2021-01-02 08:00:00,0,7097.0,-3.4,0.0,63.1,-9.2,0,not,86.0
33,33,2021-01-02 09:00:00,0,7097.0,-3.1,0.0,48.7,-9.2,0,not,103.0
34,34,2021-01-02 10:00:00,0,7097.0,-1.7,0.0,35.2,-9.2,0,not,107.0
35,35,2021-01-02 11:00:00,0,7097.0,-1.5,0.0,32.6,-9.2,0,not,108.0
36,36,2021-01-02 12:00:00,0,7097.0,-0.9,0.0,31.1,-9.2,0,not,133.0
37,37,2021-01-02 13:00:00,0,7097.0,-0.5,0.0,32.9,-9.2,0,not,251.0
38,38,2021-01-02 14:00:00,0,7097.0,0.0,0.0,30.2,-9.2,0,not,127.0
39,39,2021-01-02 15:00:00,0,7097.0,-0.1,0.0,28.7,-9.2,0,not,100.0
40,40,2021-01-02 16:00:00,0,7097.0,-0.4,0.0,30.4,-9.2,0,not,98.0
41,41,2021-01-02 17:00:00,0,7097.0,-1.3,0.0,31.9,-9.2,0,not,102.0
42,42,2021-01-02 18:00:00,0,7097.0,-2.3,0.0,37.2,-9.2,0,not,108.0
43,43,2021-01-02 19:00:00,0,7097.0,-5.7,0.0,49.6,-9.2,0,not,133.0
44,44,2021-01-02 20:00:00,0,7097.0,-5.2,0.0,46.9,-9.2,0,not,241.0
45,45,2021-01-02 21:00:00,0,7097.0,-5.1,0.0,47.8,-9.2,0,not,96.0
46,46,2021-01-02 22:00:00,0,7097.0,-4.1,0.0,44.2,-9.2,0,not,90.0
47,47,2021-01-02 23:00:00,0,7097.0,-4.2,0.0,46.4,-9.2,0,not,85.0
48,48,2021-01-03 00:00:00,0,7097.0,-4.2,0.0,43.2,-8.7,0,not,78.0
49,49,2021-01-03 01:00:00,0,7097.0,-3.8,0.0,42.6,-8.7,0,not,70.0
50,50,2021-01-03 02:00:00,0,7097.0,-5.6,0.0,49.6,-8.7,0,not,68.0
51,51,2021-01-03 03:00:00,0,7097.0,-7.8,0.0,61.0,-8.7,0,not,73.0
52,52,2021-01-03 04:00:00,0,7097.0,-5.5,0.0,57.7,-8.7,0,not,64.0
53,53,2021-01-03 05:00:00,0,7097.0,-5.8,0.0,58.5,-8.7,0,not,65.0
54,54,2021-01-03 06:00:00,0,7097.0,-5.7,0.0,49.8,-8.7,0,not,67.0
55,55,2021-01-03 07:00:00,0,7097.0,-5.5,0.0,37.3,-8.7,0,not,73.0
56,56,2021-01-03 08:00:00,0,7097.0,-6.0,0.0,39.9,-8.7,0,not,92.0
57,57,2021-01-03 09:00:00,0,7097.0,-5.1,0.0,36.2,-8.7,0,not,139.0
58,58,2021-01-03 10:00:00,0,7097.0,-3.6,0.0,33.5,-8.7,0,not,261.0
59,59,2021-01-03 11:00:00,0,7097.0,-2.0,0.0,37.3,-8.7,0,not,133.0
60,60,2021-01-03 12:00:00,0,7097.0,-0.7,0.0,34.0,-8.7,0,not,115.0
61,61,2021-01-03 13:00:00,0,7097.0,-0.4,0.0,37.0,-8.7,0,not,112.0
62,62,2021-01-03 14:00:00,0,7097.0,0.2,0.0,38.0,-8.7,0,not,107.0
63,63,2021-01-03 15:00:00,0,7097.0,0.2,0.0,39.6,-8.7,0,not,99.0
64,64,2021-01-03 16:00:00,0,7097.0,-0.1,0.0,42.0,-8.7,0,not,231.0
65,65,2021-01-03 17:00:00,0,7097.0,-1.1,0.0,46.3,-8.7,0,not,137.0
66,66,2021-01-03 18:00:00,0,7097.0,-1.4,0.0,48.4,-8.7,0,not,106.0
67,67,2021-01-03 19:00:00,0,7097.0,-2.0,0.0,51.9,-8.7,0,not,102.0
68,68,2021-01-03 20:00:00,0,7097.0,-3.5,0.0,56.3,-8.7,0,not,97.0
69,69,2021-01-03 21:00:00,0,7097.0,-4.7,0.0,61.5,-8.7,0,not,86.0
70,70,2021-01-03 22:00:00,0,7097.0,-6.4,0.0,68.4,-8.7,0,not,139.0
71,71,2021-01-03 23:00:00,0,7097.0,-7.5,0.0,73.1,-8.7,0,not,188.0
72,72,2021-01-04 00:00:00,1,7097.0,-7.6,0.0,74.8,-8.1,0,not,71.0
73,73,2021-01-04 01:00:00,1,7097.0,-8.5,0.0,77.6,-8.1,0,not,65.0
74,74,2021-01-04 02:00:00,1,7097.0,-9.4,0.0,80.0,-8.1,0,not,63.0
75,75,2021-01-04 03:00:00,1,7097.0,-10.2,0.0,82.8,-8.1,0,not,61.0
76,76,2021-01-04 04:00:00,1,7097.0,-10.2,0.0,83.8,-8.1,0,not,61.0
77,77,2021-01-04 05:00:00,1,7097.0,-10.9,0.0,85.9,-8.1,0,not,63.0
78,78,2021-01-04 06:00:00,1,7097.0,-11.5,0.0,87.5,-8.1,0,not,69.0
79,79,2021-01-04 07:00:00,1,7097.0,-11.9,0.0,87.7,-8.1,0,not,83.0
80,80,2021-01-04 08:00:00,1,7097.0,-12.0,0.0,88.4,-8.1,0,not,100.0
81,81,2021-01-04 09:00:00,1,7097.0,-10.2,0.0,87.4,-8.1,0,not,112.0
82,82,2021-01-04 10:00:00,1,7097.0,-5.4,0.0,73.1,-8.1,0,not,115.0
83,83,2021-01-04 11:00:00,1,7097.0,-1.6,0.0,58.5,-8.1,0,not,183.0
84,84,2021-01-04 12:00:00,1,7097.0,0.3,0.0,47.0,-8.1,0,not,203.0
85,85,2021-01-04 13:00:00,1,7097.0,3.3,0.0,36.8,-8.1,0,not,119.0
86,86,2021-01-04 14:00:00,1,7097.0,2.9,0.0,38.8,-8.1,0,not,111.0
87,87,2021-01-04 15:00:00,1,7097.0,3.3,0.0,38.6,-8.1,0,not,101.0
88,88,2021-01-04 16:00:00,1,7097.0,3.6,0.0,39.9,-8.1,0,not,96.0
89,89,2021-01-04 17:00:00,1,7097.0,1.2,0.0,46.5,-8.1,0,not,96.0
90,90,2021-01-04 18:00:00,1,7097.0,-2.5,0.0,57.6,-8.1,0,not,115.0
91,91,2021-01-04 19:00:00,1,7097.0,-4.5,0.0,67.1,-8.1,0,not,197.0
92,92,2021-01-04 20:00:00,1,7097.0,-5.6,0.0,70.5,-8.1,0,not,198.0
93,93,2021-01-04 21:00:00,1,7097.0,-5.6,0.0,70.0,-8.1,0,not,92.0
94,94,2021-01-04 22:00:00,1,7097.0,-6.2,0.0,74.0,-8.1,0,not,92.0
95,95,2021-01-04 23:00:00,1,7097.0,-6.5,0.0,78.4,-8.1,0,not,81.0
96,96,2021-01-05 00:00:00,1,7097.0,-5.1,0.0,73.3,-9.6,0,not,78.0
97,97,2021-01-05 01:00:00,1,7097.0,-4.8,0.0,75.5,-9.6,0,not,71.0
98,98,2021-01-05 02:00:00,1,7097.0,-4.7,0.0,74.5,-9.6,0,not,70.0
99,99,2021-01-05 03:00:00,1,7097.0,-3.8,0.0,74.4,-9.6,0,not,67.0
100,100,2021-01-05 04:00:00,1,7097.0,-3.0,0.0,68.5,-9.6,0,not,65.0
101,101,2021-01-05 05:00:00,1,7097.0,-3.3,0.0,72.7,-9.6,0,not,66.0
102,102,2021-01-05 06:00:00,1,7097.0,1.4,0.0,82.1,-9.6,0,not,68.0
103,103,2021-01-05 07:00:00,1,7097.0,0.2,0.0,66.4,-9.6,0,not,86.0
104,104,2021-01-05 08:00:00,1,7097.0,-0.4,0.0,57.2,-9.6,0,not,107.0
105,105,2021-01-05 09:00:00,1,7097.0,-0.9,0.0,61.8,-9.6,0,not,212.0
106,106,2021-01-05 10:00:00,1,7097.0,-0.6,0.0,59.6,-9.6,0,not,203.0
107,107,2021-01-05 11:00:00,1,7097.0,-0.5,0.0,59.5,-9.6,0,not,102.0
108,108,2021-01-05 12:00:00,1,7097.0,-0.6,0.0,56.3,-9.6,0,not,107.0
109,109,2021-01-05 13:00:00,1,7097.0,-0.2,0.0,43.2,-9.6,0,not,111.0
110,110,2021-01-05 14:00:00,1,7097.0,-0.2,0.0,36.2,-9.6,0,not,99.0
111,111,2021-01-05 15:00:00,1,7097.0,-0.6,0.0,28.2,-9.6,0,not,98.0
112,112,2021-01-05 16:00:00,1,7097.0,-1.4,0.0,30.1,-9.6,0,not,91.0
113,113,2021-01-05 17:00:00,1,7097.0,-2.5,0.0,33.1,-9.6,0,not,94.0
114,114,2021-01-05 18:00:00,1,7097.0,-3.6,0.0,35.1,-9.6,0,not,155.0
115,115,2021-01-05 19:00:00,1,7097.0,-4.5,0.0,40.1,-9.6,0,not,241.0
116,116,2021-01-05 20:00:00,1,7097.0,-5.2,0.0,45.0,-9.6,0,not,102.0
117,117,2021-01-05 21:00:00,1,7097.0,-5.9,0.0,46.3,-9.6,0,not,96.0
118,118,2021-01-05 22:00:00,1,7097.0,-6.3,0.0,52.8,-9.6,0,not,95.0
119,119,2021-01-05 23:00:00,1,7097.0,-7.6,0.0,55.3,-9.6,0,not,84.0
120,120,2021-01-06 00:00:00,1,7097.0,-10.4,0.0,65.4,-11.4,0,not,78.0
121,121,2021-01-06 01:00:00,1,7097.0,-12.0,0.0,71.5,-11.4,0,not,71.0
122,122,2021-01-06 02:00:00,1,7097.0,-12.9,0.0,76.5,-11.4,0,not,68.0
123,123,2021-01-06 03:00:00,1,7097.0,-13.7,0.0,78.1,-11.4,0,not,68.0
124,124,2021-01-06 04:00:00,1,7097.0,-14.5,0.0,80.1,-11.4,0,not,66.0
125,125,2021-01-06 05:00:00,1,7097.0,-14.5,0.0,82.6,-11.4,0,not,72.0
126,126,2021-01-06 06:00:00,1,7097.0,-14.7,0.0,84.4,-11.4,0,not,72.0
127,127,2021-01-06 07:00:00,1,7097.0,-15.0,0.0,83.4,-11.4,0,not,145.0
128,128,2021-01-06 08:00:00,1,7097.0,-15.1,0.0,84.5,-11.4,0,not,215.0
129,129,2021-01-06 09:00:00,1,7097.0,-13.5,0.0,81.9,-11.4,0,not,112.0
130,130,2021-01-06 10:00:00,1,7097.0,-7.8,0.0,66.3,-11.4,0,not,116.0
131,131,2021-01-06 11:00:00,1,7097.0,-4.7,0.0,47.9,-11.4,0,not,114.0
132,132,2021-01-06 12:00:00,1,7097.0,-2.8,0.0,45.3,-11.4,0,not,108.0
133,133,2021-01-06 13:00:00,1,7097.0,-2.4,0.0,41.3,-11.4,0,not,113.0
134,134,2021-01-06 14:00:00,1,7097.0,-2.3,0.0,41.2,-11.4,0,not,112.0
135,135,2021-01-06 15:00:00,1,7097.0,-1.4,0.0,39.0,-11.4,0,not,153.0
136,136,2021-01-06 16:00:00,1,7097.0,-1.5,0.0,40.8,-11.4,0,not,197.0
137,137,2021-01-06 17:00:00,1,7097.0,-2.7,0.0,44.2,-11.4,0,not,95.0
138,138,2021-01-06 18:00:00,1,7097.0,-5.8,0.0,51.3,-11.4,0,not,106.0
139,139,2021-01-06 19:00:00,1,7097.0,-7.6,0.0,58.7,-11.4,0,not,109.0
140,140,2021-01-06 20:00:00,1,7097.0,-8.8,0.0,63.8,-11.4,0,not,104.0
141,141,2021-01-06 21:00:00,1,7097.0,-8.9,0.0,66.2,-11.4,0,not,93.0
142,142,2021-01-06 22:00:00,1,7097.0,-9.5,0.0,71.3,-11.4,0,not,91.0
143,143,2021-01-06 23:00:00,1,7097.0,-7.9,0.0,67.8,-11.4,0,not,207.0
144,144,2021-01-07 00:00:00,1,7097.0,-7.0,0.0,77.5,-17.5,0,not,105.0
145,145,2021-01-07 01:00:00,1,7097.0,-4.9,0.0,92.1,-17.5,0,not,73.0
146,146,2021-01-07 02:00:00,1,7097.0,-4.0,0.0,62.0,-17.5,0,not,73.0
147,147,2021-01-07 03:00:00,1,7097.0,-7.4,0.0,56.1,-17.5,0,not,66.0
148,148,2021-01-07 04:00:00,1,7097.0,-8.1,0.0,54.5,-17.5,0,not,66.0
149,149,2021-01-07 05:00:00,1,7097.0,-10.7,0.0,73.0,-17.5,0,not,65.0
150,150,2021-01-07 06:00:00,1,7097.0,-11.9,0.0,69.9,-17.5,0,not,69.0
151,151,2021-01-07 07:00:00,1,7097.0,-12.2,0.0,57.4,-17.5,0,not,83.0
152,152,2021-01-07 08:00:00,1,7097.0,-12.6,0.0,54.5,-17.5,0,not,105.0
153,153,2021-01-07 09:00:00,1,7097.0,-12.5,0.0,49.4,-17.5,0,not,112.0
154,154,2021-01-07 10:00:00,1,7097.0,-11.2,0.0,45.3,-17.5,0,not,110.0
155,155,2021-01-07 11:00:00,1,7097.0,-10.0,0.0,37.7,-17.5,0,not,103.0
156,156,2021-01-07 12:00:00,1,7097.0,-9.2,0.0,35.6,-17.5,0,not,221.0
157,157,2021-01-07 13:00:00,1,7097.0,-9.4,0.0,33.5,-17.5,0,not,161.0
158,158,2021-01-07 14:00:00,1,7097.0,-9.6,0.0,34.1,-17.5,0,not,101.0
159,159,2021-01-07 15:00:00,1,7097.0,-9.9,0.0,33.5,-17.5,0,not,93.0
160,160,2021-01-07 16:00:00,1,7097.0,-10.3,0.0,34.8,-17.5,0,not,99.0
161,161,2021-01-07 17:00:00,1,7097.0,-11.4,0.0,34.6,-17.5,0,not,110.0
162,162,2021-01-07 18:00:00,1,7097.0,-12.6,0.0,39.1,-17.5,0,not,107.0
163,163,2021-01-07 19:00:00,1,7097.0,-13.5,0.0,41.2,-17.5,0,not,104.0
164,164,2021-01-07 20:00:00,1,7097.0,-13.9,0.0,33.1,-17.5,0,not,232.0
165,165,2021-01-07 21:00:00,1,7097.0,-13.9,0.0,29.6,-17.5,0,not,152.0
166,166,2021-01-07 22:00:00,1,7097.0,-14.3,0.0,32.5,-17.5,0,not,93.0
167,167,2021-01-07 23:00:00,1,7097.0,-16.2,0.0,47.3,-17.5,0,not,83.0
168,168,2021-01-08 00:00:00,1,7097.0,-14.7,0.0,38.3,-19.5,0,not,83.0
169,169,2021-01-08 01:00:00,1,7097.0,-14.8,0.0,42.4,-19.5,0,not,71.0
170,170,2021-01-08 02:00:00,1,7097.0,-15.3,0.0,46.2,-19.5,0,not,69.0
171,171,2021-01-08 03:00:00,1,7097.0,-17.6,0.0,61.3,-19.5,0,not,65.0
172,172,2021-01-08 04:00:00,1,7097.0,-14.9,0.0,49.1,-19.5,0,not,70.0
173,173,2021-01-08 05:00:00,1,7097.0,-15.7,0.0,50.2,-19.5,0,not,65.0
174,174,2021-01-08 06:00:00,1,7097.0,-16.1,0.0,52.1,-19.5,0,not,70.0
175,175,2021-01-08 07:00:00,1,7097.0,-16.0,0.0,48.7,-19.5,0,not,91.0
176,176,2021-01-08 08:00:00,1,7097.0,-16.1,0.0,45.1,-19.5,0,not,110.0
177,177,2021-01-08 09:00:00,1,7097.0,-15.5,0.0,42.1,-19.5,0,not,111.0
178,178,2021-01-08 10:00:00,1,7097.0,-14.0,0.0,38.0,-19.5,0,not,224.0
179,179,2021-01-08 11:00:00,1,7097.0,-12.7,0.0,38.0,-19.5,0,not,165.0
180,180,2021-01-08 12:00:00,1,7097.0,-11.4,0.0,39.5,-19.5,0,not,111.0
181,181,2021-01-08 13:00:00,1,7097.0,-10.1,0.0,40.4,-19.5,0,not,111.0
182,182,2021-01-08 14:00:00,1,7097.0,-9.1,0.0,40.4,-19.5,0,not,103.0
183,183,2021-01-08 15:00:00,1,7097.0,-9.0,0.0,39.7,-19.5,0,not,102.0
184,184,2021-01-08 16:00:00,1,7097.0,-9.1,0.0,39.4,-19.5,0,not,99.0
185,185,2021-01-08 17:00:00,1,7097.0,-10.1,0.0,40.8,-19.5,0,not,101.0
186,186,2021-01-08 18:00:00,1,7097.0,-11.3,0.0,42.7,-19.5,0,not,169.0
187,187,2021-01-08 19:00:00,1,7097.0,-11.4,0.0,42.6,-19.5,0,not,222.0
188,188,2021-01-08 20:00:00,1,7097.0,-11.5,0.0,45.0,-19.5,0,not,111.0
189,189,2021-01-08 21:00:00,1,7097.0,-11.9,0.0,45.9,-19.5,0,not,94.0
190,190,2021-01-08 22:00:00,1,7097.0,-12.5,0.0,48.6,-19.5,0,not,97.0
191,191,2021-01-08 23:00:00,1,7097.0,-13.0,0.0,51.7,-19.5,0,not,86.0
192,192,2021-01-09 00:00:00,0,7097.0,-14.2,0.0,55.9,-17.3,0,not,80.0
193,193,2021-01-09 01:00:00,0,7097.0,-16.1,0.0,65.8,-17.3,0,not,80.0
194,194,2021-01-09 02:00:00,0,7097.0,-16.8,0.0,70.2,-17.3,0,not,73.0
195,195,2021-01-09 03:00:00,0,7097.0,-17.9,0.0,73.4,-17.3,0,not,73.0
196,196,2021-01-09 04:00:00,0,7097.0,-18.5,0.0,75.5,-17.3,0,not,79.0
197,197,2021-01-09 05:00:00,0,7097.0,-18.8,0.0,77.9,-17.3,0,not,73.0
198,198,2021-01-09 06:00:00,0,7097.0,-19.5,0.0,79.4,-17.3,0,not,80.0
199,199,2021-01-09 07:00:00,0,7097.0,-20.0,0.0,80.1,-17.3,0,not,124.0
200,200,2021-01-09 08:00:00,0,7097.0,-19.8,0.0,79.8,-17.3,0,not,211.0
201,201,2021-01-09 09:00:00,0,7097.0,-18.1,0.0,77.9,-17.3,0,not,115.0
202,202,2021-01-09 10:00:00,0,7097.0,-10.6,0.0,34.2,-17.3,0,not,116.0
203,203,2021-01-09 11:00:00,0,7097.0,-8.6,0.0,32.1,-17.3,0,not,119.0
204,204,2021-01-09 12:00:00,0,7097.0,-7.3,0.0,34.4,-17.3,0,not,114.0
205,205,2021-01-09 13:00:00,0,7097.0,-6.3,0.0,36.5,-17.3,0,not,125.0
206,206,2021-01-09 14:00:00,0,7097.0,-6.4,0.0,40.3,-17.3,0,not,242.0
207,207,2021-01-09 15:00:00,0,7097.0,-7.2,0.0,43.0,-17.3,0,not,158.0
208,208,2021-01-09 16:00:00,0,7097.0,-8.3,0.0,46.9,-17.3,0,not,109.0
209,209,2021-01-09 17:00:00,0,7097.0,-8.3,0.0,46.6,-17.3,0,not,106.0
210,210,2021-01-09 18:00:00,0,7097.0,-9.6,0.0,49.8,-17.3,0,not,127.0
211,211,2021-01-09 19:00:00,0,7097.0,-8.7,0.0,46.1,-17.3,0,not,118.0
212,212,2021-01-09 20:00:00,0,7097.0,-9.1,0.0,49.4,-17.3,0,not,167.0
213,213,2021-01-09 21:00:00,0,7097.0,-9.5,0.0,52.2,-17.3,0,not,215.0
214,214,2021-01-09 22:00:00,0,7097.0,-10.3,0.0,58.2,-17.3,0,not,102.0
215,215,2021-01-09 23:00:00,0,7097.0,-10.8,0.0,63.4,-17.3,0,not,90.0
216,216,2021-01-10 00:00:00,0,7097.0,-10.4,0.0,63.1,-14.2,0,not,86.0
217,217,2021-01-10 01:00:00,0,7097.0,-9.9,0.0,62.4,-14.2,0,not,85.0
218,218,2021-01-10 02:00:00,0,7097.0,-10.3,0.0,58.3,-14.2,0,not,78.0
219,219,2021-01-10 03:00:00,0,7097.0,-10.2,0.0,55.4,-14.2,0,not,81.0
220,220,2021-01-10 04:00:00,0,7097.0,-13.1,0.0,67.9,-14.2,0,not,74.0
221,221,2021-01-10 05:00:00,0,7097.0,-14.8,0.0,75.4,-14.2,0,not,82.0
222,222,2021-01-10 06:00:00,0,7097.0,-16.2,0.0,79.7,-14.2,0,not,79.0
223,223,2021-01-10 07:00:00,0,7097.0,-16.8,0.0,81.5,-14.2,0,not,90.0
224,224,2021-01-10 08:00:00,0,7097.0,-17.0,0.0,82.2,-14.2,0,not,97.0
225,225,2021-01-10 09:00:00,0,7097.0,-15.2,0.0,80.4,-14.2,0,not,121.0
226,226,2021-01-10 10:00:00,0,7097.0,-9.3,0.0,61.8,-14.2,0,not,208.0
227,227,2021-01-10 11:00:00,0,7097.0,-4.5,0.0,47.9,-14.2,0,not,230.0
228,228,2021-01-10 12:00:00,0,7097.0,-2.8,0.0,32.4,-14.2,0,not,116.0
229,229,2021-01-10 13:00:00,0,7097.0,-2.3,0.0,32.6,-14.2,0,not,121.0
230,230,2021-01-10 14:00:00,0,7097.0,-1.5,0.0,31.5,-14.2,0,not,116.0
231,231,2021-01-10 15:00:00,0,7097.0,-2.1,0.0,32.8,-14.2,0,not,111.0
232,232,2021-01-10 16:00:00,0,7097.0,-1.8,0.0,43.7,-14.2,0,not,128.0
233,233,2021-01-10 17:00:00,0,7097.0,-2.7,0.0,44.8,-14.2,0,not,246.0
234,234,2021-01-10 18:00:00,0,7097.0,-4.5,0.0,50.3,-14.2,0,not,149.0
235,235,2021-01-10 19:00:00,0,7097.0,-7.0,0.0,60.3,-14.2,0,not,118.0
236,236,2021-01-10 20:00:00,0,7097.0,-9.4,0.0,67.2,-14.2,0,not,106.0
237,237,2021-01-10 21:00:00,0,7097.0,-10.7,0.0,72.4,-14.2,0,not,106.0
238,238,2021-01-10 22:00:00,0,7097.0,-11.6,0.0,76.7,-14.2,0,not,94.0
239,239,2021-01-10 23:00:00,0,7097.0,-12.1,0.0,79.9,-14.2,0,not,93.0
240,240,2021-01-11 00:00:00,1,7097.0,-13.0,0.0,81.3,-11.9,0,not,81.0
241,241,2021-01-11 01:00:00,1,7097.0,-13.6,0.0,83.1,-11.9,0,not,146.0
242,242,2021-01-11 02:00:00,1,7097.0,-13.4,0.0,83.3,-11.9,0,not,154.0
243,243,2021-01-11 03:00:00,1,7097.0,-13.0,0.0,84.8,-11.9,0,not,79.0
244,244,2021-01-11 04:00:00,1,7097.0,-13.0,0.0,84.8,-11.9,0,not,75.0
245,245,2021-01-11 05:00:00,1,7097.0,-12.8,0.0,85.8,-11.9,0,not,80.0
246,246,2021-01-11 06:00:00,1,7097.0,-12.6,0.0,85.5,-11.9,0,not,77.0
247,247,2021-01-11 07:00:00,1,7097.0,-12.8,0.0,85.8,-11.9,0,not,93.0
248,248,2021-01-11 08:00:00,1,7097.0,-13.1,0.0,86.8,-11.9,0,not,109.0
249,249,2021-01-11 09:00:00,1,7097.0,-11.1,0.0,85.6,-11.9,0,not,123.0
250,250,2021-01-11 10:00:00,1,7097.0,-7.3,0.0,74.3,-11.9,0,not,118.0
251,251,2021-01-11 11:00:00,1,7097.0,-5.2,0.0,66.4,-11.9,0,not,122.0
252,252,2021-01-11 12:00:00,1,7097.0,-4.2,0.0,58.9,-11.9,0,not,143.0
253,253,2021-01-11 13:00:00,1,7097.0,-3.6,0.0,57.6,-11.9,0,not,260.0
254,254,2021-01-11 14:00:00,1,7097.0,-3.4,0.0,56.6,-11.9,0,not,130.0
255,255,2021-01-11 15:00:00,1,7097.0,-2.6,0.0,54.9,-11.9,0,not,112.0
256,256,2021-01-11 16:00:00,1,7097.0,-2.7,0.0,54.6,-11.9,0,not,103.0
257,257,2021-01-11 17:00:00,1,7097.0,-2.7,0.0,56.2,-11.9,0,not,117.0
258,258,2021-01-11 18:00:00,1,7097.0,-4.0,0.0,60.8,-11.9,0,not,122.0
259,259,2021-01-11 19:00:00,1,7097.0,-4.7,0.0,66.6,-11.9,0,not,124.0
260,260,2021-01-11 20:00:00,1,7097.0,-7.1,0.0,74.1,-11.9,0,not,142.0
261,261,2021-01-11 21:00:00,1,7097.0,-9.2,0.0,79.5,-11.9,0,not,250.0
262,262,2021-01-11 22:00:00,1,7097.0,-10.6,0.0,83.1,-11.9,0,not,129.0
263,263,2021-01-11 23:00:00,1,7097.0,-11.5,0.0,85.0,-11.9,0,not,99.0
264,264,2021-01-12 00:00:00,1,7097.0,-12.1,0.0,86.2,-10.8,0,not,93.0
265,265,2021-01-12 01:00:00,1,7097.0,-11.3,0.0,87.0,-10.8,0,not,87.0
266,266,2021-01-12 02:00:00,1,7097.0,-10.3,0.0,85.8,-10.8,0,not,90.0
267,267,2021-01-12 03:00:00,1,7097.0,-11.8,0.0,86.5,-10.8,0,not,83.0
268,268,2021-01-12 04:00:00,1,7097.0,-11.6,0.0,88.4,-10.8,0,not,87.0
269,269,2021-01-12 05:00:00,1,7097.0,-11.1,0.0,87.6,-10.8,0,not,83.0
270,270,2021-01-12 06:00:00,1,7097.0,-11.2,0.0,88.0,-10.8,0,not,92.0
271,271,2021-01-12 07:00:00,1,7097.0,-11.4,0.0,88.1,-10.8,0,not,101.0
272,272,2021-01-12 08:00:00,1,7097.0,-11.9,0.0,88.8,-10.8,0,not,122.0
273,273,2021-01-12 09:00:00,1,7097.0,-10.5,0.0,88.6,-10.8,0,not,128.0
274,274,2021-01-12 10:00:00,1,7097.0,-6.1,0.0,76.7,-10.8,0,not,160.0
275,275,2021-01-12 11:00:00,1,7097.0,-1.9,0.0,60.2,-10.8,0,not,253.0
276,276,2021-01-12 12:00:00,1,7097.0,0.5,0.0,56.8,-10.8,0,not,135.0
277,277,2021-01-12 13:00:00,1,7097.0,1.6,0.0,50.7,-10.8,0,not,131.0
