,index,ds,week_weekday,population,temp,rain,hum,st,holiday,warning,y
101,101,2021-01-05 05:00:00,1,76279.0,-2.2,0.0,67.0,-9.6,0,not,342.0
102,102,2021-01-05 06:00:00,1,76279.0,-1.4,0.0,66.0,-9.6,0,not,608.0
103,103,2021-01-05 07:00:00,1,76279.0,-1.0,0.0,66.0,-9.6,0,not,212.0
104,104,2021-01-05 08:00:00,1,76279.0,0.6,0.0,60.0,-9.6,0,not,652.0
105,105,2021-01-05 09:00:00,1,76279.0,0.9,0.0,55.0,-9.6,0,not,460.0
106,106,2021-01-05 10:00:00,1,76279.0,0.6,0.0,54.0,-9.6,0,not,420.0
107,107,2021-01-05 11:00:00,1,76279.0,0.7,0.0,51.0,-9.6,0,not,640.0
108,108,2021-01-05 12:00:00,1,76279.0,2.6,0.0,45.0,-9.6,0,not,544.0
109,109,2021-01-05 13:00:00,1,76279.0,1.2,0.0,37.0,-9.6,0,not,352.0
110,110,2021-01-05 14:00:00,1,76279.0,1.6,0.0,27.0,-9.6,0,not,564.0
111,111,2021-01-05 15:00:00,1,76279.0,1.3,0.0,20.0,-9.6,0,not,494.0
112,112,2021-01-05 16:00:00,1,76279.0,0.2,0.0,23.0,-9.6,0,not,244.0
113,113,2021-01-05 17:00:00,1,76279.0,-1.3,0.0,23.0,-9.6,0,not,538.0
114,114,2021-01-05 18:00:00,1,76279.0,-2.1,0.0,27.0,-9.6,0,not,564.0
115,115,2021-01-05 19:00:00,1,76279.0,-2.9,0.0,29.0,-9.6,0,not,360.0
116,116,2021-01-05 20:00:00,1,76279.0,-3.5,0.0,34.0,-9.6,0,not,370.0
117,117,2021-01-05 21:00:00,1,76279.0,-4.3,0.0,38.0,-9.6,0,not,438.0
118,118,2021-01-05 22:00:00,1,76279.0,-5.2,0.0,44.0,-9.6,0,not,576.0
119,119,2021-01-05 23:00:00,1,76279.0,-5.6,0.0,47.0,-9.6,0,not,314.0
120,120,2021-01-06 00:00:00,1,76279.0,-5.6,0.0,46.0,-11.4,0,not,480.0
121,121,2021-01-06 01:00:00,1,76279.0,-5.8,0.0,51.0,-11.4,0,not,464.0
122,122,2021-01-06 02:00:00,1,76279.0,-5.8,0.0,52.0,-11.4,0,not,314.0
123,123,2021-01-06 03:00:00,1,76279.0,-6.1,0.0,54.0,-11.4,0,not,582.0
124,124,2021-01-06 04:00:00,1,76279.0,-6.6,0.0,55.0,-11.4,0,not,334.0
125,125,2021-01-06 05:00:00,1,76279.0,-7.3,0.0,59.0,-11.4,0,not,362.0
126,126,2021-01-06 06:00:00,1,76279.0,-7.2,0.0,59.0,-11.4,0,not,560.0
127,127,2021-01-06 07:00:00,1,76279.0,-8.8,0.0,66.0,-11.4,0,not,422.0
128,128,2021-01-06 08:00:00,1,76279.0,-8.7,0.0,69.0,-11.4,0,not,306.0
129,129,2021-01-06 09:00:00,1,76279.0,-7.6,0.0,66.0,-11.4,0,not,666.0
130,130,2021-01-06 10:00:00,1,76279.0,-4.0,0.0,49.0,-11.4,0,not,516.0
131,131,2021-01-06 11:00:00,1,76279.0,-2.9,0.0,43.0,-11.4,0,not,408.0
132,132,2021-01-06 12:00:00,1,76279.0,-1.2,0.0,37.0,-11.4,0,not,612.0
133,133,2021-01-06 13:00:00,1,76279.0,-0.1,0.0,35.0,-11.4,0,not,418.0
134,134,2021-01-06 14:00:00,1,76279.0,0.2,0.0,32.0,-11.4,0,not,286.0
135,135,2021-01-06 15:00:00,1,76279.0,0.1,0.0,32.0,-11.4,0,not,488.0
136,136,2021-01-06 16:00:00,1,76279.0,-0.4,0.0,31.0,-11.4,0,not,572.0
137,137,2021-01-06 17:00:00,1,76279.0,-1.7,0.0,36.0,-11.4,0,not,412.0
138,138,2021-01-06 18:00:00,1,76279.0,-2.7,0.0,42.0,-11.4,0,not,512.0
139,139,2021-01-06 19:00:00,1,76279.0,-4.2,0.0,49.0,-11.4,0,not,500.0
140,140,2021-01-06 20:00:00,1,76279.0,-5.1,0.0,54.0,-11.4,0,not,272.0
141,141,2021-01-06 21:00:00,1,76279.0,-5.0,0.0,57.0,-11.4,0,not,436.0
142,142,2021-01-06 22:00:00,1,76279.0,-5.6,0.0,57.0,-11.4,0,not,520.0
143,143,2021-01-06 23:00:00,1,76279.0,-4.7,0.0,57.0,-11.4,0,not,522.0
144,144,2021-01-07 00:00:00,1,76279.0,-3.3,0.0,54.0,-17.5,0,not,286.0
145,145,2021-01-07 01:00:00,1,76279.0,-4.4,0.0,82.0,-17.5,0,not,248.0
146,146,2021-01-07 02:00:00,1,76279.0,-2.4,0.0,68.0,-17.5,0,not,600.0
147,147,2021-01-07 03:00:00,1,76279.0,-6.2,0.7,71.0,-17.5,0,not,408.0
148,148,2021-01-07 04:00:00,1,76279.0,-6.3,0.0,59.0,-17.5,0,not,358.0
149,149,2021-01-07 05:00:00,1,76279.0,-8.4,0.0,63.0,-17.5,0,not,486.0
150,150,2021-01-07 06:00:00,1,76279.0,-9.3,0.0,61.0,-17.5,0,not,574.0
151,151,2021-01-07 07:00:00,1,76279.0,-10.0,0.0,52.0,-17.5,0,not,222.0
152,152,2021-01-07 08:00:00,1,76279.0,-10.7,0.0,53.0,-17.5,0,not,424.0
153,153,2021-01-07 09:00:00,1,76279.0,-9.6,0.0,46.0,-17.5,0,not,472.0
154,154,2021-01-07 10:00:00,1,76279.0,-8.5,0.0,39.0,-17.5,0,not,562.0
155,155,2021-01-07 11:00:00,1,76279.0,-8.5,0.0,38.0,-17.5,0,not,600.0
156,156,2021-01-07 12:00:00,1,76279.0,-7.2,0.0,35.0,-17.5,0,not,514.0
157,157,2021-01-07 13:00:00,1,76279.0,-7.6,0.0,33.0,-17.5,0,not,264.0
158,158,2021-01-07 14:00:00,1,76279.0,-8.1,0.0,29.0,-17.5,0,not,560.0
159,159,2021-01-07 15:00:00,1,76279.0,-8.1,0.0,27.0,-17.5,0,not,504.0
160,160,2021-01-07 16:00:00,1,76279.0,-8.2,0.0,29.0,-17.5,0,not,348.0
161,161,2021-01-07 17:00:00,1,76279.0,-9.8,0.0,31.0,-17.5,0,not,420.0
162,162,2021-01-07 18:00:00,1,76279.0,-10.4,0.0,29.0,-17.5,0,not,692.0
163,163,2021-01-07 19:00:00,1,76279.0,-10.8,0.0,29.0,-17.5,0,not,264.0
164,164,2021-01-07 20:00:00,1,76279.0,-11.5,0.0,29.0,-17.5,0,not,372.0
165,165,2021-01-07 21:00:00,1,76279.0,-11.6,0.0,30.0,-17.5,0,not,548.0
166,166,2021-01-07 22:00:00,1,76279.0,-12.0,0.0,32.0,-17.5,0,not,450.0
167,167,2021-01-07 23:00:00,1,76279.0,-12.1,0.0,33.0,-17.5,0,not,330.0
168,168,2021-01-08 00:00:00,1,76279.0,-12.3,0.0,35.0,-19.5,0,not,576.0
169,169,2021-01-08 01:00:00,1,76279.0,-12.6,0.0,38.0,-19.5,0,not,604.0
170,170,2021-01-08 02:00:00,1,76279.0,-12.7,0.0,39.0,-19.5,0,not,360.0
171,171,2021-01-08 03:00:00,1,76279.0,-12.6,0.0,42.0,-19.5,0,not,352.0
172,172,2021-01-08 04:00:00,1,76279.0,-12.8,0.0,44.0,-19.5,0,not,712.0
173,173,2021-01-08 05:00:00,1,76279.0,-13.0,0.0,47.0,-19.5,0,not,260.0
174,174,2021-01-08 06:00:00,1,76279.0,-13.4,0.0,48.0,-19.5,0,not,464.0
175,175,2021-01-08 07:00:00,1,76279.0,-13.7,0.0,49.0,-19.5,0,not,430.0
176,176,2021-01-08 08:00:00,1,76279.0,-13.4,0.0,46.0,-19.5,0,not,452.0
177,177,2021-01-08 09:00:00,1,76279.0,-12.6,0.0,42.0,-19.5,0,not,558.0
178,178,2021-01-08 10:00:00,1,76279.0,-10.9,0.0,37.0,-19.5,0,not,536.0
179,179,2021-01-08 11:00:00,1,76279.0,-9.8,0.0,33.0,-19.5,0,not,408.0
180,180,2021-01-08 12:00:00,1,76279.0,-8.5,0.0,32.0,-19.5,0,not,496.0
181,181,2021-01-08 13:00:00,1,76279.0,-7.8,0.0,31.0,-19.5,0,not,400.0
182,182,2021-01-08 14:00:00,1,76279.0,-6.2,0.0,32.0,-19.5,0,not,428.0
183,183,2021-01-08 15:00:00,1,76279.0,-5.7,0.0,31.0,-19.5,0,not,600.0
184,184,2021-01-08 16:00:00,1,76279.0,-6.4,0.0,32.0,-19.5,0,not,388.0
185,185,2021-01-08 17:00:00,1,76279.0,-7.9,0.0,36.0,-19.5,0,not,318.0
186,186,2021-01-08 18:00:00,1,76279.0,-8.6,0.0,37.0,-19.5,0,not,494.0
187,187,2021-01-08 19:00:00,1,76279.0,-9.3,0.0,39.0,-19.5,0,not,482.0
188,188,2021-01-08 20:00:00,1,76279.0,-9.5,0.0,41.0,-19.5,0,not,348.0
189,189,2021-01-08 21:00:00,1,76279.0,-9.8,0.0,43.0,-19.5,0,not,230.0
190,190,2021-01-08 22:00:00,1,76279.0,-10.0,0.0,44.0,-19.5,0,not,502.0
191,191,2021-01-08 23:00:00,1,76279.0,-10.3,0.0,46.0,-19.5,0,not,526.0
192,192,2021-01-09 00:00:00,0,76279.0,-10.4,0.0,49.0,-17.3,0,not,304.0
193,193,2021-01-09 01:00:00,0,76279.0,-10.5,0.0,52.0,-17.3,0,not,596.0
194,194,2021-01-09 02:00:00,0,76279.0,-10.6,0.0,52.0,-17.3,0,not,236.0
195,195,2021-01-09 03:00:00,0,76279.0,-10.8,0.0,51.0,-17.3,0,not,380.0
196,196,2021-01-09 04:00:00,0,76279.0,-10.8,0.0,49.0,-17.3,0,not,612.0
197,197,2021-01-09 05:00:00,0,76279.0,-11.1,0.0,48.0,-17.3,0,not,416.0
198,198,2021-01-09 06:00:00,0,76279.0,-11.1,0.0,46.0,-17.3,0,not,252.0
199,199,2021-01-09 07:00:00,0,76279.0,-11.4,0.0,45.0,-17.3,0,not,466.0
200,200,2021-01-09 08:00:00,0,76279.0,-11.0,0.0,41.0,-17.3,0,not,402.0
201,201,2021-01-09 09:00:00,0,76279.0,-9.9,0.0,34.0,-17.3,0,not,250.0
202,202,2021-01-09 10:00:00,0,76279.0,-8.5,0.0,28.0,-17.3,0,not,590.0
203,203,2021-01-09 11:00:00,0,76279.0,-6.9,0.0,26.0,-17.3,0,not,540.0
204,204,2021-01-09 12:00:00,0,76279.0,-5.5,0.0,26.0,-17.3,0,not,376.0
205,205,2021-01-09 13:00:00,0,76279.0,-4.3,0.0,26.0,-17.3,0,not,494.0
206,206,2021-01-09 14:00:00,0,76279.0,-3.5,0.0,28.0,-17.3,0,not,482.0
207,207,2021-01-09 15:00:00,0,76279.0,-4.3,0.0,35.0,-17.3,0,not,264.0
208,208,2021-01-09 16:00:00,0,76279.0,-5.4,0.0,43.0,-17.3,0,not,306.0
209,209,2021-01-09 17:00:00,0,76279.0,-6.2,0.0,40.0,-17.3,0,not,594.0
210,210,2021-01-09 18:00:00,0,76279.0,-6.8,0.0,44.0,-17.3,0,not,480.0
211,211,2021-01-09 19:00:00,0,76279.0,-7.1,0.0,44.0,-17.3,0,not,460.0
212,212,2021-01-09 20:00:00,0,76279.0,-7.4,0.0,46.0,-17.3,0,not,546.0
213,213,2021-01-09 21:00:00,0,76279.0,-7.7,0.0,48.0,-17.3,0,not,270.0
214,214,2021-01-09 22:00:00,0,76279.0,-7.9,0.0,52.0,-17.3,0,not,328.0
215,215,2021-01-09 23:00:00,0,76279.0,-7.8,0.0,54.0,-17.3,0,not,366.0
216,216,2021-01-10 00:00:00,0,76279.0,-8.2,0.0,58.0,-14.2,0,not,426.0
217,217,2021-01-10 01:00:00,0,76279.0,-9.2,0.0,64.0,-14.2,0,not,300.0
218,218,2021-01-10 02:00:00,0,76279.0,-9.2,0.0,64.0,-14.2,0,not,376.0
219,219,2021-01-10 03:00:00,0,76279.0,-8.4,0.0,59.0,-14.2,0,not,460.0
220,220,2021-01-10 04:00:00,0,76279.0,-9.1,0.0,59.0,-14.2,0,not,232.0
221,221,2021-01-10 05:00:00,0,76279.0,-10.3,0.0,63.0,-14.2,0,not,342.0
222,222,2021-01-10 06:00:00,0,76279.0,-10.1,0.0,62.0,-14.2,0,not,554.0
223,223,2021-01-10 07:00:00,0,76279.0,-10.4,0.0,61.0,-14.2,0,not,364.0
224,224,2021-01-10 08:00:00,0,76279.0,-11.4,0.0,66.0,-14.2,0,not,156.0
225,225,2021-01-10 09:00:00,0,76279.0,-9.2,0.0,61.0,-14.2,0,not,534.0
226,226,2021-01-10 10:00:00,0,76279.0,-4.7,0.0,36.0,-14.2,0,not,404.0
227,227,2021-01-10 11:00:00,0,76279.0,-2.3,0.0,30.0,-14.2,0,not,544.0
228,228,2021-01-10 12:00:00,0,76279.0,-0.9,0.0,25.0,-14.2,0,not,784.0
229,229,2021-01-10 13:00:00,0,76279.0,-0.8,0.0,25.0,-14.2,0,not,264.0
230,230,2021-01-10 14:00:00,0,76279.0,-0.9,0.0,26.0,-14.2,0,not,250.0
231,231,2021-01-10 15:00:00,0,76279.0,-0.5,0.0,26.0,-14.2,0,not,514.0
232,232,2021-01-10 16:00:00,0,76279.0,0.0,0.0,30.0,-14.2,0,not,554.0
233,233,2021-01-10 17:00:00,0,76279.0,-1.3,0.0,40.0,-14.2,0,not,284.0
234,234,2021-01-10 18:00:00,0,76279.0,-2.1,0.0,45.0,-14.2,0,not,540.0
235,235,2021-01-10 19:00:00,0,76279.0,-4.2,0.0,53.0,-14.2,0,not,312.0
236,236,2021-01-10 20:00:00,0,76279.0,-5.1,0.0,56.0,-14.2,0,not,534.0
237,237,2021-01-10 21:00:00,0,76279.0,-6.1,0.0,63.0,-14.2,0,not,352.0
238,238,2021-01-10 22:00:00,0,76279.0,-6.9,0.0,65.0,-14.2,0,not,414.0
239,239,2021-01-10 23:00:00,0,76279.0,-7.7,0.0,68.0,-14.2,0,not,460.0
240,240,2021-01-11 00:00:00,1,76279.0,-7.9,0.0,71.0,-11.9,0,not,216.0
241,241,2021-01-11 01:00:00,1,76279.0,-8.3,0.0,71.0,-11.9,0,not,316.0
242,242,2021-01-11 02:00:00,1,76279.0,-8.3,0.0,72.0,-11.9,0,not,560.0
243,243,2021-01-11 03:00:00,1,76279.0,-8.5,0.0,70.0,-11.9,0,not,422.0
244,244,2021-01-11 04:00:00,1,76279.0,-9.0,0.0,73.0,-11.9,0,not,262.0
245,245,2021-01-11 05:00:00,1,76279.0,-8.2,0.0,69.0,-11.9,0,not,220.0
246,246,2021-01-11 06:00:00,1,76279.0,-8.8,0.0,73.0,-11.9,0,not,724.0
247,247,2021-01-11 07:00:00,1,76279.0,-8.8,0.0,73.0,-11.9,0,not,210.0
248,248,2021-01-11 08:00:00,1,76279.0,-9.0,0.0,75.0,-11.9,0,not,222.0
249,249,2021-01-11 09:00:00,1,76279.0,-7.4,0.0,70.0,-11.9,0,not,458.0
250,250,2021-01-11 10:00:00,1,76279.0,-4.6,0.0,56.0,-11.9,0,not,522.0
251,251,2021-01-11 11:00:00,1,76279.0,-3.5,0.0,53.0,-11.9,0,not,648.0
252,252,2021-01-11 12:00:00,1,76279.0,-3.1,0.0,52.0,-11.9,0,not,332.0
253,253,2021-01-11 13:00:00,1,76279.0,-2.8,0.0,49.0,-11.9,0,not,658.0
254,254,2021-01-11 14:00:00,1,76279.0,-1.8,0.0,47.0,-11.9,0,not,332.0
255,255,2021-01-11 15:00:00,1,76279.0,-1.9,0.0,47.0,-11.9,0,not,406.0
256,256,2021-01-11 16:00:00,1,76279.0,-1.6,0.0,47.0,-11.9,0,not,600.0
257,257,2021-01-11 17:00:00,1,76279.0,-1.4,0.0,49.0,-11.9,0,not,288.0
258,258,2021-01-11 18:00:00,1,76279.0,-1.9,0.0,46.0,-11.9,0,not,348.0
259,259,2021-01-11 19:00:00,1,76279.0,-2.1,0.0,49.0,-11.9,0,not,468.0
260,260,2021-01-11 20:00:00,1,76279.0,-3.1,0.0,55.0,-11.9,0,not,418.0
261,261,2021-01-11 21:00:00,1,76279.0,-4.7,0.0,65.0,-11.9,0,not,370.0
262,262,2021-01-11 22:00:00,1,76279.0,-5.3,0.0,68.0,-11.9,0,not,538.0
263,263,2021-01-11 23:00:00,1,76279.0,-6.3,0.0,71.0,-11.9,0,not,420.0
264,264,2021-01-12 00:00:00,1,76279.0,-7.3,0.0,78.0,-10.8,0,not,324.0
265,265,2021-01-12 01:00:00,1,76279.0,-7.4,0.0,77.0,-10.8,0,not,458.0
266,266,2021-01-12 02:00:00,1,76279.0,-7.4,0.0,78.0,-10.8,0,not,574.0
267,267,2021-01-12 03:00:00,1,76279.0,-7.6,0.0,77.0,-10.8,0,not,230.0
268,268,2021-01-12 04:00:00,1,76279.0,-8.4,0.0,81.0,-10.8,0,not,450.0
269,269,2021-01-12 05:00:00,1,76279.0,-8.1,0.0,80.0,-10.8,0,not,382.0
270,270,2021-01-12 06:00:00,1,76279.0,-8.6,0.0,82.0,-10.8,0,not,320.0
271,271,2021-01-12 07:00:00,1,76279.0,-9.3,0.0,85.0,-10.8,0,not,464.0
272,272,2021-01-12 08:00:00,1,76279.0,-9.3,0.0,85.0,-10.8,0,not,368.0
273,273,2021-01-12 09:00:00,1,76279.0,-7.1,0.0,81.0,-10.8,0,not,284.0
274,274,2021-01-12 10:00:00,1,76279.0,-4.1,0.0,69.0,-10.8,0,not,528.0
275,275,2021-01-12 11:00:00,1,76279.0,-1.5,0.0,54.0,-10.8,0,not,592.0
276,276,2021-01-12 12:00:00,1,76279.0,0.1,0.0,51.0,-10.8,0,not,434.0
277,277,2021-01-12 13:00:00,1,76279.0,1.8,0.0,46.0,-10.8,0,not,606.0
278,278,2021-01-12 14:00:00,1,76279.0,4.1,0.0,34.0,-10.8,0,not,440.0
