,Unnamed: 0,ds,y,population,temp,rain,hum,week_weekday,week_weekend,kovo_Away,kovo_Home,kovo_No
113,113,2017-01-05 18:00:00,149.0,16738.0,4.5,0.0,65.7,1,0,1,0,0
114,114,2017-01-05 19:00:00,267.0,16738.0,3.8,0.0,74.8,1,0,1,0,0
115,115,2017-01-05 20:00:00,76.0,16738.0,3.5,0.0,78.1,1,0,1,0,0
116,116,2017-01-05 21:00:00,98.0,16738.0,3.4,0.0,79.1,1,0,1,0,0
117,117,2017-01-05 22:00:00,225.0,16738.0,3.4,0.0,80.2,1,0,1,0,0
118,118,2017-01-05 23:00:00,113.0,16738.0,4.5,0.0,71.7,1,0,1,0,0
119,119,2017-01-06 00:00:00,244.0,16738.0,4.2,0.0,70.4,1,0,0,0,1
120,120,2017-01-06 01:00:00,109.0,16738.0,4.0,0.0,71.6,1,0,0,0,1
121,121,2017-01-06 02:00:00,144.0,16738.0,3.3,0.0,75.7,1,0,0,0,1
122,122,2017-01-06 03:00:00,256.0,16738.0,3.3,0.0,75.4,1,0,0,0,1
123,123,2017-01-06 04:00:00,30.0,16738.0,3.3,0.0,75.0,1,0,0,0,1
124,124,2017-01-06 05:00:00,38.0,16738.0,2.7,0.0,78.6,1,0,0,0,1
125,125,2017-01-06 06:00:00,30.0,16738.0,2.4,0.0,82.0,1,0,0,0,1
126,126,2017-01-06 07:00:00,215.0,16738.0,2.4,0.0,82.8,1,0,0,0,1
127,127,2017-01-06 08:00:00,364.0,16738.0,2.3,0.0,83.8,1,0,0,0,1
128,128,2017-01-06 09:00:00,299.0,16738.0,3.2,0.0,81.6,1,0,0,0,1
129,129,2017-01-06 10:00:00,317.0,16738.0,4.7,0.0,71.8,1,0,0,0,1
130,130,2017-01-06 11:00:00,210.0,16738.0,5.7,0.0,60.0,1,0,0,0,1
131,131,2017-01-06 12:00:00,38.0,16738.0,6.9,0.0,54.0,1,0,0,0,1
132,132,2017-01-06 13:00:00,63.0,16738.0,7.2,0.0,52.1,1,0,0,0,1
133,133,2017-01-06 14:00:00,224.0,16738.0,8.1,0.0,50.4,1,0,0,0,1
134,134,2017-01-06 15:00:00,108.0,16738.0,7.8,0.0,49.7,1,0,0,0,1
135,135,2017-01-06 16:00:00,56.0,16738.0,8.4,0.0,48.2,1,0,0,0,1
136,136,2017-01-06 17:00:00,141.0,16738.0,6.1,0.0,53.0,1,0,0,0,1
137,137,2017-01-06 18:00:00,116.0,16738.0,2.3,0.0,68.8,1,0,0,0,1
138,138,2017-01-06 19:00:00,347.0,16738.0,0.1,0.0,78.4,1,0,0,0,1
139,139,2017-01-06 20:00:00,477.0,16738.0,-0.9,0.0,82.5,1,0,0,0,1
140,140,2017-01-06 21:00:00,377.0,16738.0,-1.6,0.0,86.4,1,0,0,0,1
141,141,2017-01-06 22:00:00,158.0,16738.0,-2.5,0.0,88.1,1,0,0,0,1
142,142,2017-01-06 23:00:00,183.0,16738.0,-3.3,0.0,88.6,1,0,0,0,1
143,143,2017-01-07 00:00:00,197.0,16738.0,-3.6,0.0,89.3,0,1,0,0,1
144,144,2017-01-07 01:00:00,48.0,16738.0,-4.0,0.0,89.6,0,1,0,0,1
145,145,2017-01-07 02:00:00,215.0,16738.0,-4.3,0.0,89.2,0,1,0,0,1
146,146,2017-01-07 03:00:00,52.0,16738.0,-4.6,0.0,88.9,0,1,0,0,1
147,147,2017-01-07 04:00:00,28.0,16738.0,-5.0,0.0,88.6,0,1,0,0,1
148,148,2017-01-07 05:00:00,18.0,16738.0,-5.3,0.0,88.4,0,1,0,0,1
149,149,2017-01-07 06:00:00,14.0,16738.0,-5.7,0.0,88.1,0,1,0,0,1
150,150,2017-01-07 07:00:00,137.0,16738.0,-5.9,0.0,87.6,0,1,0,0,1
151,151,2017-01-07 08:00:00,20.0,16738.0,-5.6,0.0,88.1,0,1,0,0,1
152,152,2017-01-07 09:00:00,39.0,16738.0,-3.8,0.0,88.1,0,1,0,0,1
153,153,2017-01-07 10:00:00,104.0,16738.0,-1.3,0.0,90.1,0,1,0,0,1
154,154,2017-01-07 11:00:00,227.0,16738.0,1.8,0.0,77.4,0,1,0,0,1
155,155,2017-01-07 12:00:00,331.0,16738.0,4.2,0.0,66.2,0,1,0,0,1
156,156,2017-01-07 13:00:00,285.0,16738.0,5.7,0.0,56.4,0,1,0,0,1
157,157,2017-01-07 14:00:00,435.0,16738.0,6.1,0.0,55.5,0,1,0,0,1
158,158,2017-01-07 15:00:00,196.0,16738.0,6.7,0.0,54.2,0,1,0,0,1
159,159,2017-01-07 16:00:00,152.0,16738.0,6.7,0.0,53.7,0,1,0,0,1
160,160,2017-01-07 17:00:00,170.0,16738.0,5.7,0.0,56.8,0,1,0,0,1
161,161,2017-01-07 18:00:00,185.0,16738.0,3.6,0.0,64.4,0,1,0,0,1
162,162,2017-01-07 19:00:00,268.0,16738.0,2.2,0.0,75.7,0,1,0,0,1
163,163,2017-01-07 20:00:00,93.0,16738.0,2.0,0.0,75.8,0,1,0,0,1
164,164,2017-01-07 21:00:00,114.0,16738.0,1.9,0.0,77.7,0,1,0,0,1
165,165,2017-01-07 22:00:00,110.0,16738.0,1.5,0.0,80.8,0,1,0,0,1
166,166,2017-01-07 23:00:00,145.0,16738.0,1.5,0.0,81.4,0,1,0,0,1
167,167,2017-01-08 00:00:00,142.0,16738.0,1.4,0.0,82.1,0,1,0,0,1
168,168,2017-01-08 01:00:00,90.0,16738.0,1.4,0.0,82.2,0,1,0,0,1
169,169,2017-01-08 02:00:00,106.0,16738.0,1.7,0.0,80.4,0,1,0,0,1
170,170,2017-01-08 03:00:00,118.0,16738.0,1.7,0.0,82.3,0,1,0,0,1
171,171,2017-01-08 04:00:00,92.0,16738.0,1.5,0.0,83.3,0,1,0,0,1
172,172,2017-01-08 05:00:00,12.0,16738.0,1.5,0.0,84.2,0,1,0,0,1
173,173,2017-01-08 06:00:00,13.0,16738.0,1.5,0.0,84.4,0,1,0,0,1
174,174,2017-01-08 07:00:00,14.0,16738.0,1.5,0.0,85.5,0,1,0,0,1
175,175,2017-01-08 08:00:00,153.0,16738.0,1.7,0.0,84.1,0,1,0,0,1
176,176,2017-01-08 09:00:00,86.0,16738.0,2.8,0.0,79.7,0,1,0,0,1
177,177,2017-01-08 10:00:00,364.0,16738.0,4.4,0.0,72.1,0,1,0,0,1
178,178,2017-01-08 11:00:00,286.0,16738.0,7.2,0.0,58.6,0,1,0,0,1
179,179,2017-01-08 12:00:00,263.0,16738.0,9.1,0.0,52.6,0,1,0,0,1
180,180,2017-01-08 13:00:00,153.0,16738.0,11.6,0.0,46.5,0,1,0,0,1
181,181,2017-01-08 14:00:00,92.0,16738.0,11.4,0.0,45.9,0,1,0,0,1
182,182,2017-01-08 15:00:00,76.0,16738.0,12.2,0.0,44.1,0,1,0,0,1
183,183,2017-01-08 16:00:00,110.0,16738.0,11.7,0.0,45.7,0,1,0,0,1
184,184,2017-01-08 17:00:00,114.0,16738.0,10.1,0.0,50.6,0,1,0,0,1
185,185,2017-01-08 18:00:00,211.0,16738.0,6.6,0.0,61.2,0,1,0,0,1
186,186,2017-01-08 19:00:00,203.0,16738.0,4.1,0.0,73.3,0,1,0,0,1
187,187,2017-01-08 20:00:00,328.0,16738.0,4.4,0.0,74.6,0,1,0,0,1
188,188,2017-01-08 21:00:00,465.0,16738.0,4.3,0.0,80.1,0,1,0,0,1
189,189,2017-01-08 22:00:00,452.0,16738.0,4.7,0.0,82.3,0,1,0,0,1
190,190,2017-01-08 23:00:00,149.0,16738.0,4.7,0.0,81.3,0,1,0,0,1
191,191,2017-01-09 00:00:00,222.0,16738.0,6.0,0.0,73.9,1,0,0,0,1
192,192,2017-01-09 01:00:00,184.0,16738.0,7.7,0.0,55.4,1,0,0,0,1
193,193,2017-01-09 02:00:00,153.0,16738.0,6.5,0.0,64.3,1,0,0,0,1
194,194,2017-01-09 03:00:00,122.0,16738.0,5.5,0.0,73.7,1,0,0,0,1
195,195,2017-01-09 04:00:00,28.0,16738.0,5.0,0.0,74.4,1,0,0,0,1
196,196,2017-01-09 05:00:00,20.0,16738.0,5.2,0.0,62.2,1,0,0,0,1
197,197,2017-01-09 06:00:00,12.0,16738.0,5.3,0.0,57.5,1,0,0,0,1
198,198,2017-01-09 07:00:00,103.0,16738.0,4.8,0.0,57.4,1,0,0,0,1
199,199,2017-01-09 08:00:00,128.0,16738.0,5.0,0.0,52.8,1,0,0,0,1
200,200,2017-01-09 09:00:00,176.0,16738.0,5.1,0.0,52.0,1,0,0,0,1
201,201,2017-01-09 10:00:00,123.0,16738.0,5.1,0.0,54.2,1,0,0,0,1
202,202,2017-01-09 11:00:00,139.0,16738.0,5.7,0.0,53.9,1,0,0,0,1
203,203,2017-01-09 12:00:00,182.0,16738.0,6.3,0.0,49.3,1,0,0,0,1
204,204,2017-01-09 13:00:00,409.0,16738.0,7.9,0.0,44.1,1,0,0,0,1
205,205,2017-01-09 14:00:00,241.0,16738.0,8.0,0.0,37.7,1,0,0,0,1
206,206,2017-01-09 15:00:00,189.0,16738.0,8.3,0.0,31.1,1,0,0,0,1
207,207,2017-01-09 16:00:00,300.0,16738.0,7.7,0.0,33.1,1,0,0,0,1
208,208,2017-01-09 17:00:00,162.0,16738.0,6.5,0.0,41.3,1,0,0,0,1
209,209,2017-01-09 18:00:00,49.0,16738.0,5.2,0.0,43.0,1,0,0,0,1
210,210,2017-01-09 19:00:00,159.0,16738.0,0.7,0.0,57.7,1,0,0,0,1
211,211,2017-01-09 20:00:00,307.0,16738.0,-0.7,0.0,61.4,1,0,0,0,1
212,212,2017-01-09 21:00:00,129.0,16738.0,-1.9,0.0,67.5,1,0,0,0,1
213,213,2017-01-09 22:00:00,195.0,16738.0,-1.8,0.0,66.4,1,0,0,0,1
214,214,2017-01-09 23:00:00,81.0,16738.0,0.4,0.0,60.6,1,0,0,0,1
215,215,2017-01-10 00:00:00,248.0,16738.0,-3.3,0.0,74.8,1,0,1,0,0
216,216,2017-01-10 01:00:00,267.0,16738.0,-4.2,0.0,78.9,1,0,1,0,0
217,217,2017-01-10 02:00:00,235.0,16738.0,-4.9,0.0,83.2,1,0,1,0,0
218,218,2017-01-10 03:00:00,226.0,16738.0,-5.4,0.0,84.5,1,0,1,0,0
219,219,2017-01-10 04:00:00,26.0,16738.0,-6.2,0.0,85.3,1,0,1,0,0
220,220,2017-01-10 05:00:00,26.0,16738.0,-5.8,0.0,85.2,1,0,1,0,0
221,221,2017-01-10 06:00:00,27.0,16738.0,-3.9,0.0,73.8,1,0,1,0,0
222,222,2017-01-10 07:00:00,123.0,16738.0,-1.7,0.0,57.4,1,0,1,0,0
223,223,2017-01-10 08:00:00,301.0,16738.0,-1.9,0.0,56.1,1,0,1,0,0
224,224,2017-01-10 09:00:00,418.0,16738.0,-1.0,0.0,52.3,1,0,1,0,0
225,225,2017-01-10 10:00:00,520.0,16738.0,1.7,0.0,43.7,1,0,1,0,0
226,226,2017-01-10 11:00:00,205.0,16738.0,1.9,0.0,41.3,1,0,1,0,0
227,227,2017-01-10 12:00:00,66.0,16738.0,2.7,0.0,31.3,1,0,1,0,0
228,228,2017-01-10 13:00:00,189.0,16738.0,3.7,0.0,34.1,1,0,1,0,0
229,229,2017-01-10 14:00:00,151.0,16738.0,4.3,0.0,34.3,1,0,1,0,0
230,230,2017-01-10 15:00:00,38.0,16738.0,4.5,0.0,35.9,1,0,1,0,0
231,231,2017-01-10 16:00:00,137.0,16738.0,3.6,0.0,43.2,1,0,1,0,0
232,232,2017-01-10 17:00:00,170.0,16738.0,3.2,0.0,45.3,1,0,1,0,0
233,233,2017-01-10 18:00:00,227.0,16738.0,2.1,0.0,50.4,1,0,1,0,0
234,234,2017-01-10 19:00:00,190.0,16738.0,0.7,0.0,54.4,1,0,1,0,0
235,235,2017-01-10 20:00:00,299.0,16738.0,0.2,0.0,55.3,1,0,1,0,0
236,236,2017-01-10 21:00:00,103.0,16738.0,-0.5,0.0,53.9,1,0,1,0,0
237,237,2017-01-10 22:00:00,173.0,16738.0,-3.4,0.0,60.9,1,0,1,0,0
238,238,2017-01-10 23:00:00,344.0,16738.0,-1.8,0.0,50.1,1,0,1,0,0
239,239,2017-01-11 00:00:00,226.0,16738.0,-2.3,0.0,49.0,1,0,0,0,1
240,240,2017-01-11 01:00:00,160.0,16738.0,-3.6,0.0,52.3,1,0,0,0,1
241,241,2017-01-11 02:00:00,81.0,16738.0,-3.1,0.0,48.9,1,0,0,0,1
242,242,2017-01-11 03:00:00,102.0,16738.0,-3.5,0.0,46.6,1,0,0,0,1
243,243,2017-01-11 04:00:00,100.0,16738.0,-4.1,0.0,45.0,1,0,0,0,1
244,244,2017-01-11 05:00:00,100.0,16738.0,-5.0,0.0,38.9,1,0,0,0,1
245,245,2017-01-11 06:00:00,49.0,16738.0,-5.6,0.0,26.9,1,0,0,0,1
246,246,2017-01-11 07:00:00,30.0,16738.0,-6.1,0.0,28.5,1,0,0,0,1
247,247,2017-01-11 08:00:00,380.0,16738.0,-6.3,0.0,28.3,1,0,0,0,1
248,248,2017-01-11 09:00:00,294.0,16738.0,-5.0,0.0,20.9,1,0,0,0,1
249,249,2017-01-11 10:00:00,109.0,16738.0,-2.9,0.0,18.5,1,0,0,0,1
250,250,2017-01-11 11:00:00,359.0,16738.0,-1.9,0.0,17.4,1,0,0,0,1
251,251,2017-01-11 12:00:00,210.0,16738.0,-0.6,0.0,18.9,1,0,0,0,1
252,252,2017-01-11 13:00:00,213.0,16738.0,0.6,0.0,21.9,1,0,0,0,1
253,253,2017-01-11 14:00:00,229.0,16738.0,1.6,0.0,25.1,1,0,0,0,1
254,254,2017-01-11 15:00:00,111.0,16738.0,2.4,0.0,28.8,1,0,0,0,1
255,255,2017-01-11 16:00:00,143.0,16738.0,2.0,0.0,34.6,1,0,0,0,1
256,256,2017-01-11 17:00:00,186.0,16738.0,0.9,0.0,46.8,1,0,0,0,1
257,257,2017-01-11 18:00:00,200.0,16738.0,0.5,0.0,49.8,1,0,0,0,1
258,258,2017-01-11 19:00:00,307.0,16738.0,-0.3,0.0,51.2,1,0,0,0,1
259,259,2017-01-11 20:00:00,236.0,16738.0,-3.7,0.0,59.5,1,0,0,0,1
260,260,2017-01-11 21:00:00,147.0,16738.0,-4.8,0.0,65.1,1,0,0,0,1
261,261,2017-01-11 22:00:00,114.0,16738.0,-5.1,0.0,67.1,1,0,0,0,1
262,262,2017-01-11 23:00:00,330.0,16738.0,-4.8,0.0,66.8,1,0,0,0,1
263,263,2017-01-12 00:00:00,300.0,16738.0,-5.3,0.0,69.2,1,0,0,0,1
264,264,2017-01-12 01:00:00,115.0,16738.0,-5.9,0.0,70.5,1,0,0,0,1
265,265,2017-01-12 02:00:00,76.0,16738.0,-5.8,0.0,69.8,1,0,0,0,1
266,266,2017-01-12 03:00:00,103.0,16738.0,-5.6,0.0,68.5,1,0,0,0,1
267,267,2017-01-12 04:00:00,101.0,16738.0,-6.5,0.0,73.7,1,0,0,0,1
268,268,2017-01-12 05:00:00,75.0,16738.0,-5.6,0.0,70.8,1,0,0,0,1
269,269,2017-01-12 06:00:00,29.0,16738.0,-3.6,0.0,64.8,1,0,0,0,1
270,270,2017-01-12 07:00:00,30.0,16738.0,-1.1,0.0,58.8,1,0,0,0,1
271,271,2017-01-12 08:00:00,336.0,16738.0,-1.3,0.0,60.6,1,0,0,0,1
272,272,2017-01-12 09:00:00,63.0,16738.0,3.4,0.0,49.7,1,0,0,0,1
273,273,2017-01-12 10:00:00,159.0,16738.0,4.4,0.0,47.5,1,0,0,0,1
274,274,2017-01-12 11:00:00,264.0,16738.0,6.0,0.0,39.7,1,0,0,0,1
275,275,2017-01-12 12:00:00,219.0,16738.0,7.0,0.0,27.8,1,0,0,0,1
276,276,2017-01-12 13:00:00,482.0,16738.0,6.8,0.0,34.3,1,0,0,0,1
277,277,2017-01-12 14:00:00,278.0,16738.0,5.3,0.0,48.0,1,0,0,0,1
278,278,2017-01-12 15:00:00,154.0,16738.0,4.1,0.0,53.1,1,0,0,0,1
279,279,2017-01-12 16:00:00,133.0,16738.0,3.7,0.0,53.2,1,0,0,0,1
280,280,2017-01-12 17:00:00,157.0,16738.0,2.5,0.0,60.2,1,0,0,0,1
281,281,2017-01-12 18:00:00,126.0,16738.0,2.3,0.0,56.5,1,0,0,0,1
282,282,2017-01-12 19:00:00,399.0,16738.0,1.6,0.0,55.6,1,0,0,0,1
283,283,2017-01-12 20:00:00,242.0,16738.0,1.1,0.0,36.6,1,0,0,0,1
284,284,2017-01-12 21:00:00,245.0,16738.0,-0.6,0.0,35.5,1,0,0,0,1
285,285,2017-01-12 22:00:00,354.0,16738.0,-0.9,0.0,30.1,1,0,0,0,1
