,ds,y,population,temp,rain,hum,year,month,day,hour,week_weekday
62,2021-01-03 14:00:00,218.0,22509.0,0.2,0.0,38.0,2021,1,3,14,0
63,2021-01-03 15:00:00,222.5,22509.0,0.2,0.0,39.6,2021,1,3,15,0
64,2021-01-03 16:00:00,227.0,22509.0,-0.1,0.0,42.0,2021,1,3,16,0
65,2021-01-03 17:00:00,481.0,22509.0,-1.1,0.0,46.3,2021,1,3,17,0
66,2021-01-03 18:00:00,291.0,22509.0,-1.4,0.0,48.4,2021,1,3,18,0
67,2021-01-03 19:00:00,467.0,22509.0,-2.0,0.0,51.9,2021,1,3,19,0
68,2021-01-03 20:00:00,460.0,22509.0,-3.5,0.0,56.3,2021,1,3,20,0
69,2021-01-03 21:00:00,188.0,22509.0,-4.7,0.0,61.5,2021,1,3,21,0
70,2021-01-03 22:00:00,267.0,22509.0,-6.4,0.0,68.4,2021,1,3,22,0
71,2021-01-03 23:00:00,127.0,22509.0,-7.5,0.0,73.1,2021,1,3,23,0
72,2021-01-04 00:00:00,104.0,22509.0,-7.6,0.0,74.8,2021,1,4,0,1
73,2021-01-04 01:00:00,92.0,22509.0,-8.5,0.0,77.6,2021,1,4,1,1
74,2021-01-04 02:00:00,81.0,22509.0,-9.4,0.0,80.0,2021,1,4,2,1
75,2021-01-04 03:00:00,73.0,22509.0,-10.2,0.0,82.8,2021,1,4,3,1
76,2021-01-04 04:00:00,69.0,22509.0,-10.2,0.0,83.8,2021,1,4,4,1
77,2021-01-04 05:00:00,98.0,22509.0,-10.9,0.0,85.9,2021,1,4,5,1
78,2021-01-04 06:00:00,163.0,22509.0,-11.5,0.0,87.5,2021,1,4,6,1
79,2021-01-04 07:00:00,122.0,22509.0,-11.9,0.0,87.7,2021,1,4,7,1
80,2021-01-04 08:00:00,353.0,22509.0,-12.0,0.0,88.4,2021,1,4,8,1
81,2021-01-04 09:00:00,334.0,22509.0,-10.2,0.0,87.4,2021,1,4,9,1
82,2021-01-04 10:00:00,431.0,22509.0,-5.4,0.0,73.1,2021,1,4,10,1
83,2021-01-04 11:00:00,323.0,22509.0,-1.6,0.0,58.5,2021,1,4,11,1
84,2021-01-04 12:00:00,269.0,22509.0,0.3,0.0,47.0,2021,1,4,12,1
85,2021-01-04 13:00:00,270.0,22509.0,3.3,0.0,36.8,2021,1,4,13,1
86,2021-01-04 14:00:00,431.0,22509.0,2.9,0.0,38.8,2021,1,4,14,1
87,2021-01-04 15:00:00,298.0,22509.0,3.3,0.0,38.6,2021,1,4,15,1
88,2021-01-04 16:00:00,287.0,22509.0,3.6,0.0,39.9,2021,1,4,16,1
89,2021-01-04 17:00:00,293.0,22509.0,1.2,0.0,46.5,2021,1,4,17,1
90,2021-01-04 18:00:00,272.0,22509.0,-2.5,0.0,57.6,2021,1,4,18,1
91,2021-01-04 19:00:00,388.0,22509.0,-4.5,0.0,67.1,2021,1,4,19,1
92,2021-01-04 20:00:00,568.0,22509.0,-5.6,0.0,70.5,2021,1,4,20,1
93,2021-01-04 21:00:00,262.0,22509.0,-5.6,0.0,70.0,2021,1,4,21,1
94,2021-01-04 22:00:00,272.0,22509.0,-6.2,0.0,74.0,2021,1,4,22,1
95,2021-01-04 23:00:00,63.0,22509.0,-6.5,0.0,78.4,2021,1,4,23,1
96,2021-01-05 00:00:00,173.0,22509.0,-5.1,0.0,73.3,2021,1,5,0,1
97,2021-01-05 01:00:00,106.0,22509.0,-4.8,0.0,75.5,2021,1,5,1,1
98,2021-01-05 02:00:00,103.0,22509.0,-4.7,0.0,74.5,2021,1,5,2,1
99,2021-01-05 03:00:00,69.0,22509.0,-3.8,0.0,74.4,2021,1,5,3,1
100,2021-01-05 04:00:00,45.0,22509.0,-3.0,0.0,68.5,2021,1,5,4,1
101,2021-01-05 05:00:00,46.0,22509.0,-3.3,0.0,72.7,2021,1,5,5,1
102,2021-01-05 06:00:00,29.0,22509.0,1.4,0.0,82.1,2021,1,5,6,1
103,2021-01-05 07:00:00,189.0,22509.0,0.2,0.0,66.4,2021,1,5,7,1
104,2021-01-05 08:00:00,423.0,22509.0,-0.4,0.0,57.2,2021,1,5,8,1
105,2021-01-05 09:00:00,530.5,22509.0,-0.9,0.0,61.8,2021,1,5,9,1
106,2021-01-05 10:00:00,638.0,22509.0,-0.6,0.0,59.6,2021,1,5,10,1
107,2021-01-05 11:00:00,164.0,22509.0,-0.5,0.0,59.5,2021,1,5,11,1
108,2021-01-05 12:00:00,387.0,22509.0,-0.6,0.0,56.3,2021,1,5,12,1
109,2021-01-05 13:00:00,206.0,22509.0,-0.2,0.0,43.2,2021,1,5,13,1
110,2021-01-05 14:00:00,184.0,22509.0,-0.2,0.0,36.2,2021,1,5,14,1
111,2021-01-05 15:00:00,299.0,22509.0,-0.6,0.0,28.2,2021,1,5,15,1
112,2021-01-05 16:00:00,212.0,22509.0,-1.4,0.0,30.1,2021,1,5,16,1
113,2021-01-05 17:00:00,223.0,22509.0,-2.5,0.0,33.1,2021,1,5,17,1
114,2021-01-05 18:00:00,288.0,22509.0,-3.6,0.0,35.1,2021,1,5,18,1
115,2021-01-05 19:00:00,361.0,22509.0,-4.5,0.0,40.1,2021,1,5,19,1
116,2021-01-05 20:00:00,690.0,22509.0,-5.2,0.0,45.0,2021,1,5,20,1
117,2021-01-05 21:00:00,139.0,22509.0,-5.9,0.0,46.3,2021,1,5,21,1
118,2021-01-05 22:00:00,245.0,22509.0,-6.3,0.0,52.8,2021,1,5,22,1
119,2021-01-05 23:00:00,310.0,22509.0,-7.6,0.0,55.3,2021,1,5,23,1
120,2021-01-06 00:00:00,148.0,22509.0,-10.4,0.0,65.4,2021,1,6,0,1
121,2021-01-06 01:00:00,167.0,22509.0,-12.0,0.0,71.5,2021,1,6,1,1
122,2021-01-06 02:00:00,99.0,22509.0,-12.9,0.0,76.5,2021,1,6,2,1
123,2021-01-06 03:00:00,48.0,22509.0,-13.7,0.0,78.1,2021,1,6,3,1
124,2021-01-06 04:00:00,119.0,22509.0,-14.5,0.0,80.1,2021,1,6,4,1
125,2021-01-06 05:00:00,71.0,22509.0,-14.5,0.0,82.6,2021,1,6,5,1
126,2021-01-06 06:00:00,35.0,22509.0,-14.7,0.0,84.4,2021,1,6,6,1
127,2021-01-06 07:00:00,75.0,22509.0,-15.0,0.0,83.4,2021,1,6,7,1
128,2021-01-06 08:00:00,157.0,22509.0,-15.1,0.0,84.5,2021,1,6,8,1
129,2021-01-06 09:00:00,366.0,22509.0,-13.5,0.0,81.9,2021,1,6,9,1
130,2021-01-06 10:00:00,575.0,22509.0,-7.8,0.0,66.3,2021,1,6,10,1
131,2021-01-06 11:00:00,244.0,22509.0,-4.7,0.0,47.9,2021,1,6,11,1
132,2021-01-06 12:00:00,149.0,22509.0,-2.8,0.0,45.3,2021,1,6,12,1
133,2021-01-06 13:00:00,238.0,22509.0,-2.4,0.0,41.3,2021,1,6,13,1
134,2021-01-06 14:00:00,396.0,22509.0,-2.3,0.0,41.2,2021,1,6,14,1
135,2021-01-06 15:00:00,185.0,22509.0,-1.4,0.0,39.0,2021,1,6,15,1
136,2021-01-06 16:00:00,289.0,22509.0,-1.5,0.0,40.8,2021,1,6,16,1
137,2021-01-06 17:00:00,384.0,22509.0,-2.7,0.0,44.2,2021,1,6,17,1
138,2021-01-06 18:00:00,173.0,22509.0,-5.8,0.0,51.3,2021,1,6,18,1
139,2021-01-06 19:00:00,539.0,22509.0,-7.6,0.0,58.7,2021,1,6,19,1
140,2021-01-06 20:00:00,527.0,22509.0,-8.8,0.0,63.8,2021,1,6,20,1
141,2021-01-06 21:00:00,252.0,22509.0,-8.9,0.0,66.2,2021,1,6,21,1
142,2021-01-06 22:00:00,159.0,22509.0,-9.5,0.0,71.3,2021,1,6,22,1
143,2021-01-06 23:00:00,282.0,22509.0,-7.9,0.0,67.8,2021,1,6,23,1
144,2021-01-07 00:00:00,234.0,22509.0,-7.0,0.0,77.5,2021,1,7,0,1
145,2021-01-07 01:00:00,172.0,22509.0,-4.9,0.0,92.1,2021,1,7,1,1
146,2021-01-07 02:00:00,99.0,22509.0,-4.0,0.0,62.0,2021,1,7,2,1
147,2021-01-07 03:00:00,68.0,22509.0,-7.4,0.0,56.1,2021,1,7,3,1
148,2021-01-07 04:00:00,64.0,22509.0,-8.1,0.0,54.5,2021,1,7,4,1
149,2021-01-07 05:00:00,46.0,22509.0,-10.7,0.0,73.0,2021,1,7,5,1
150,2021-01-07 06:00:00,36.0,22509.0,-11.9,0.0,69.9,2021,1,7,6,1
151,2021-01-07 07:00:00,31.0,22509.0,-12.2,0.0,57.4,2021,1,7,7,1
152,2021-01-07 08:00:00,201.0,22509.0,-12.6,0.0,54.5,2021,1,7,8,1
153,2021-01-07 09:00:00,398.5,22509.0,-12.5,0.0,49.4,2021,1,7,9,1
154,2021-01-07 10:00:00,596.0,22509.0,-11.2,0.0,45.3,2021,1,7,10,1
155,2021-01-07 11:00:00,345.0,22509.0,-10.0,0.0,37.7,2021,1,7,11,1
156,2021-01-07 12:00:00,295.0,22509.0,-9.2,0.0,35.6,2021,1,7,12,1
157,2021-01-07 13:00:00,419.0,22509.0,-9.4,0.0,33.5,2021,1,7,13,1
158,2021-01-07 14:00:00,302.0,22509.0,-9.6,0.0,34.1,2021,1,7,14,1
159,2021-01-07 15:00:00,143.0,22509.0,-9.9,0.0,33.5,2021,1,7,15,1
160,2021-01-07 16:00:00,198.0,22509.0,-10.3,0.0,34.8,2021,1,7,16,1
161,2021-01-07 17:00:00,201.0,22509.0,-11.4,0.0,34.6,2021,1,7,17,1
162,2021-01-07 18:00:00,194.0,22509.0,-12.6,0.0,39.1,2021,1,7,18,1
163,2021-01-07 19:00:00,516.0,22509.0,-13.5,0.0,41.2,2021,1,7,19,1
164,2021-01-07 20:00:00,592.0,22509.0,-13.9,0.0,33.1,2021,1,7,20,1
165,2021-01-07 21:00:00,361.0,22509.0,-13.9,0.0,29.6,2021,1,7,21,1
166,2021-01-07 22:00:00,285.0,22509.0,-14.3,0.0,32.5,2021,1,7,22,1
167,2021-01-07 23:00:00,172.0,22509.0,-16.2,0.0,47.3,2021,1,7,23,1
168,2021-01-08 00:00:00,154.0,22509.0,-14.7,0.0,38.3,2021,1,8,0,1
169,2021-01-08 01:00:00,141.0,22509.0,-14.8,0.0,42.4,2021,1,8,1,1
170,2021-01-08 02:00:00,86.0,22509.0,-15.3,0.0,46.2,2021,1,8,2,1
171,2021-01-08 03:00:00,47.0,22509.0,-17.6,0.0,61.3,2021,1,8,3,1
172,2021-01-08 04:00:00,48.0,22509.0,-14.9,0.0,49.1,2021,1,8,4,1
173,2021-01-08 05:00:00,48.0,22509.0,-15.7,0.0,50.2,2021,1,8,5,1
174,2021-01-08 06:00:00,81.0,22509.0,-16.1,0.0,52.1,2021,1,8,6,1
175,2021-01-08 07:00:00,46.0,22509.0,-16.0,0.0,48.7,2021,1,8,7,1
176,2021-01-08 08:00:00,490.0,22509.0,-16.1,0.0,45.1,2021,1,8,8,1
177,2021-01-08 09:00:00,545.0,22509.0,-15.5,0.0,42.1,2021,1,8,9,1
178,2021-01-08 10:00:00,600.0,22509.0,-14.0,0.0,38.0,2021,1,8,10,1
179,2021-01-08 11:00:00,246.0,22509.0,-12.7,0.0,38.0,2021,1,8,11,1
180,2021-01-08 12:00:00,160.0,22509.0,-11.4,0.0,39.5,2021,1,8,12,1
181,2021-01-08 13:00:00,210.0,22509.0,-10.1,0.0,40.4,2021,1,8,13,1
182,2021-01-08 14:00:00,169.0,22509.0,-9.1,0.0,40.4,2021,1,8,14,1
183,2021-01-08 15:00:00,175.0,22509.0,-9.0,0.0,39.7,2021,1,8,15,1
184,2021-01-08 16:00:00,136.0,22509.0,-9.1,0.0,39.4,2021,1,8,16,1
185,2021-01-08 17:00:00,154.0,22509.0,-10.1,0.0,40.8,2021,1,8,17,1
186,2021-01-08 18:00:00,445.0,22509.0,-11.3,0.0,42.7,2021,1,8,18,1
187,2021-01-08 19:00:00,497.0,22509.0,-11.4,0.0,42.6,2021,1,8,19,1
188,2021-01-08 20:00:00,359.0,22509.0,-11.5,0.0,45.0,2021,1,8,20,1
189,2021-01-08 21:00:00,244.0,22509.0,-11.9,0.0,45.9,2021,1,8,21,1
190,2021-01-08 22:00:00,158.0,22509.0,-12.5,0.0,48.6,2021,1,8,22,1
191,2021-01-08 23:00:00,138.0,22509.0,-13.0,0.0,51.7,2021,1,8,23,1
192,2021-01-09 00:00:00,199.0,22509.0,-14.2,0.0,55.9,2021,1,9,0,0
193,2021-01-09 01:00:00,220.0,22509.0,-16.1,0.0,65.8,2021,1,9,1,0
194,2021-01-09 02:00:00,201.0,22509.0,-16.8,0.0,70.2,2021,1,9,2,0
195,2021-01-09 03:00:00,138.0,22509.0,-17.9,0.0,73.4,2021,1,9,3,0
196,2021-01-09 04:00:00,108.0,22509.0,-18.5,0.0,75.5,2021,1,9,4,0
197,2021-01-09 05:00:00,45.0,22509.0,-18.8,0.0,77.9,2021,1,9,5,0
198,2021-01-09 06:00:00,31.0,22509.0,-19.5,0.0,79.4,2021,1,9,6,0
199,2021-01-09 07:00:00,31.0,22509.0,-20.0,0.0,80.1,2021,1,9,7,0
200,2021-01-09 08:00:00,78.0,22509.0,-19.8,0.0,79.8,2021,1,9,8,0
201,2021-01-09 09:00:00,450.0,22509.0,-18.1,0.0,77.9,2021,1,9,9,0
202,2021-01-09 10:00:00,532.0,22509.0,-10.6,0.0,34.2,2021,1,9,10,0
203,2021-01-09 11:00:00,447.0,22509.0,-8.6,0.0,32.1,2021,1,9,11,0
204,2021-01-09 12:00:00,229.0,22509.0,-7.3,0.0,34.4,2021,1,9,12,0
205,2021-01-09 13:00:00,302.0,22509.0,-6.3,0.0,36.5,2021,1,9,13,0
206,2021-01-09 14:00:00,354.0,22509.0,-6.4,0.0,40.3,2021,1,9,14,0
207,2021-01-09 15:00:00,242.0,22509.0,-7.2,0.0,43.0,2021,1,9,15,0
208,2021-01-09 16:00:00,170.0,22509.0,-8.3,0.0,46.9,2021,1,9,16,0
209,2021-01-09 17:00:00,392.0,22509.0,-8.3,0.0,46.6,2021,1,9,17,0
210,2021-01-09 18:00:00,354.0,22509.0,-9.6,0.0,49.8,2021,1,9,18,0
211,2021-01-09 19:00:00,232.0,22509.0,-8.7,0.0,46.1,2021,1,9,19,0
212,2021-01-09 20:00:00,287.0,22509.0,-9.1,0.0,49.4,2021,1,9,20,0
213,2021-01-09 21:00:00,406.0,22509.0,-9.5,0.0,52.2,2021,1,9,21,0
214,2021-01-09 22:00:00,401.0,22509.0,-10.3,0.0,58.2,2021,1,9,22,0
215,2021-01-09 23:00:00,266.0,22509.0,-10.8,0.0,63.4,2021,1,9,23,0
216,2021-01-10 00:00:00,106.0,22509.0,-10.4,0.0,63.1,2021,1,10,0,0
217,2021-01-10 01:00:00,276.0,22509.0,-9.9,0.0,62.4,2021,1,10,1,0
218,2021-01-10 02:00:00,177.0,22509.0,-10.3,0.0,58.3,2021,1,10,2,0
219,2021-01-10 03:00:00,97.0,22509.0,-10.2,0.0,55.4,2021,1,10,3,0
220,2021-01-10 04:00:00,50.0,22509.0,-13.1,0.0,67.9,2021,1,10,4,0
221,2021-01-10 05:00:00,127.0,22509.0,-14.8,0.0,75.4,2021,1,10,5,0
222,2021-01-10 06:00:00,51.0,22509.0,-16.2,0.0,79.7,2021,1,10,6,0
223,2021-01-10 07:00:00,39.0,22509.0,-16.8,0.0,81.5,2021,1,10,7,0
224,2021-01-10 08:00:00,145.0,22509.0,-17.0,0.0,82.2,2021,1,10,8,0
225,2021-01-10 09:00:00,118.0,22509.0,-15.2,0.0,80.4,2021,1,10,9,0
226,2021-01-10 10:00:00,277.5,22509.0,-9.3,0.0,61.8,2021,1,10,10,0
227,2021-01-10 11:00:00,437.0,22509.0,-4.5,0.0,47.9,2021,1,10,11,0
228,2021-01-10 12:00:00,281.0,22509.0,-2.8,0.0,32.4,2021,1,10,12,0
229,2021-01-10 13:00:00,217.0,22509.0,-2.3,0.0,32.6,2021,1,10,13,0
230,2021-01-10 14:00:00,358.0,22509.0,-1.5,0.0,31.5,2021,1,10,14,0
231,2021-01-10 15:00:00,469.0,22509.0,-2.1,0.0,32.8,2021,1,10,15,0
232,2021-01-10 16:00:00,180.0,22509.0,-1.8,0.0,43.7,2021,1,10,16,0
233,2021-01-10 17:00:00,409.0,22509.0,-2.7,0.0,44.8,2021,1,10,17,0
234,2021-01-10 18:00:00,280.0,22509.0,-4.5,0.0,50.3,2021,1,10,18,0
235,2021-01-10 19:00:00,571.0,22509.0,-7.0,0.0,60.3,2021,1,10,19,0
236,2021-01-10 20:00:00,519.0,22509.0,-9.4,0.0,67.2,2021,1,10,20,0
237,2021-01-10 21:00:00,443.0,22509.0,-10.7,0.0,72.4,2021,1,10,21,0
238,2021-01-10 22:00:00,517.0,22509.0,-11.6,0.0,76.7,2021,1,10,22,0
239,2021-01-10 23:00:00,136.0,22509.0,-12.1,0.0,79.9,2021,1,10,23,0
240,2021-01-11 00:00:00,108.0,22509.0,-13.0,0.0,81.3,2021,1,11,0,1
241,2021-01-11 01:00:00,288.0,22509.0,-13.6,0.0,83.1,2021,1,11,1,1
242,2021-01-11 02:00:00,137.0,22509.0,-13.4,0.0,83.3,2021,1,11,2,1
243,2021-01-11 03:00:00,50.0,22509.0,-13.0,0.0,84.8,2021,1,11,3,1
244,2021-01-11 04:00:00,57.0,22509.0,-13.0,0.0,84.8,2021,1,11,4,1
245,2021-01-11 05:00:00,48.0,22509.0,-12.8,0.0,85.8,2021,1,11,5,1
246,2021-01-11 06:00:00,46.0,22509.0,-12.6,0.0,85.5,2021,1,11,6,1
247,2021-01-11 07:00:00,31.0,22509.0,-12.8,0.0,85.8,2021,1,11,7,1
248,2021-01-11 08:00:00,104.0,22509.0,-13.1,0.0,86.8,2021,1,11,8,1
249,2021-01-11 09:00:00,177.0,22509.0,-11.1,0.0,85.6,2021,1,11,9,1
250,2021-01-11 10:00:00,468.0,22509.0,-7.3,0.0,74.3,2021,1,11,10,1
251,2021-01-11 11:00:00,499.0,22509.0,-5.2,0.0,66.4,2021,1,11,11,1
252,2021-01-11 12:00:00,586.0,22509.0,-4.2,0.0,58.9,2021,1,11,12,1
253,2021-01-11 13:00:00,325.0,22509.0,-3.6,0.0,57.6,2021,1,11,13,1
254,2021-01-11 14:00:00,330.0,22509.0,-3.4,0.0,56.6,2021,1,11,14,1
255,2021-01-11 15:00:00,207.0,22509.0,-2.6,0.0,54.9,2021,1,11,15,1
256,2021-01-11 16:00:00,147.0,22509.0,-2.7,0.0,54.6,2021,1,11,16,1
257,2021-01-11 17:00:00,287.0,22509.0,-2.7,0.0,56.2,2021,1,11,17,1
258,2021-01-11 18:00:00,319.0,22509.0,-4.0,0.0,60.8,2021,1,11,18,1
259,2021-01-11 19:00:00,179.0,22509.0,-4.7,0.0,66.6,2021,1,11,19,1
260,2021-01-11 20:00:00,377.0,22509.0,-7.1,0.0,74.1,2021,1,11,20,1
261,2021-01-11 21:00:00,561.0,22509.0,-9.2,0.0,79.5,2021,1,11,21,1
262,2021-01-11 22:00:00,601.0,22509.0,-10.6,0.0,83.1,2021,1,11,22,1
263,2021-01-11 23:00:00,217.0,22509.0,-11.5,0.0,85.0,2021,1,11,23,1
264,2021-01-12 00:00:00,196.0,22509.0,-12.1,0.0,86.2,2021,1,12,0,1
265,2021-01-12 01:00:00,165.0,22509.0,-11.3,0.0,87.0,2021,1,12,1,1
266,2021-01-12 02:00:00,102.0,22509.0,-10.3,0.0,85.8,2021,1,12,2,1
267,2021-01-12 03:00:00,64.0,22509.0,-11.8,0.0,86.5,2021,1,12,3,1
268,2021-01-12 04:00:00,58.0,22509.0,-11.6,0.0,88.4,2021,1,12,4,1
269,2021-01-12 05:00:00,91.0,22509.0,-11.1,0.0,87.6,2021,1,12,5,1
270,2021-01-12 06:00:00,215.0,22509.0,-11.2,0.0,88.0,2021,1,12,6,1
271,2021-01-12 07:00:00,46.0,22509.0,-11.4,0.0,88.1,2021,1,12,7,1
272,2021-01-12 08:00:00,209.0,22509.0,-11.9,0.0,88.8,2021,1,12,8,1
273,2021-01-12 09:00:00,125.0,22509.0,-10.5,0.0,88.6,2021,1,12,9,1
274,2021-01-12 10:00:00,187.0,22509.0,-6.1,0.0,76.7,2021,1,12,10,1
275,2021-01-12 11:00:00,352.0,22509.0,-1.9,0.0,60.2,2021,1,12,11,1
276,2021-01-12 12:00:00,480.0,22509.0,0.5,0.0,56.8,2021,1,12,12,1
277,2021-01-12 13:00:00,342.0,22509.0,1.6,0.0,50.7,2021,1,12,13,1
278,2021-01-12 14:00:00,473.0,22509.0,3.2,0.0,37.5,2021,1,12,14,1
279,2021-01-12 15:00:00,400.0,22509.0,3.3,0.0,37.6,2021,1,12,15,1
280,2021-01-12 16:00:00,350.0,22509.0,3.3,0.0,38.3,2021,1,12,16,1
281,2021-01-12 17:00:00,298.0,22509.0,2.5,0.0,41.5,2021,1,12,17,1
282,2021-01-12 18:00:00,155.0,22509.0,0.3,0.0,49.6,2021,1,12,18,1
283,2021-01-12 19:00:00,164.0,22509.0,-1.3,0.0,58.9,2021,1,12,19,1
284,2021-01-12 20:00:00,219.0,22509.0,-0.8,0.0,64.6,2021,1,12,20,1
285,2021-01-12 21:00:00,616.0,22509.0,-1.8,0.0,68.5,2021,1,12,21,1
286,2021-01-12 22:00:00,529.0,22509.0,-2.0,0.0,72.6,2021,1,12,22,1
287,2021-01-12 23:00:00,415.0,22509.0,-2.7,0.0,75.9,2021,1,12,23,1
288,2021-01-13 00:00:00,201.0,22509.0,-2.5,0.0,75.6,2021,1,13,0,1
289,2021-01-13 01:00:00,173.0,22509.0,-3.2,0.0,79.2,2021,1,13,1,1
