,index,population,temp,rain,hum,week_weekday,holiday,feel,warning,y,ds
61,2017-01-03 14:00:00,16738.0,9.1,0.0,24.9,1,0,-1.3,not,256.0,2017-01-03 14:00:00
62,2017-01-03 15:00:00,16738.0,9.5,0.0,22.5,1,0,-1.3,not,73.0,2017-01-03 15:00:00
63,2017-01-03 16:00:00,16738.0,9.5,0.0,18.8,1,0,-1.3,not,61.0,2017-01-03 16:00:00
64,2017-01-03 17:00:00,16738.0,6.2,0.0,38.1,1,0,-1.3,not,149.0,2017-01-03 17:00:00
65,2017-01-03 18:00:00,16738.0,2.3,0.0,51.9,1,0,-1.3,not,128.0,2017-01-03 18:00:00
66,2017-01-03 19:00:00,16738.0,-0.1,0.0,57.7,1,0,-1.3,not,149.0,2017-01-03 19:00:00
67,2017-01-03 20:00:00,16738.0,-1.8,0.0,63.7,1,0,-1.3,not,362.0,2017-01-03 20:00:00
68,2017-01-03 21:00:00,16738.0,-2.8,0.0,66.7,1,0,-1.3,not,430.0,2017-01-03 21:00:00
69,2017-01-03 22:00:00,16738.0,-3.7,0.0,72.4,1,0,-1.3,not,400.0,2017-01-03 22:00:00
70,2017-01-03 23:00:00,16738.0,-4.1,0.0,75.3,1,0,-1.3,not,250.0,2017-01-03 23:00:00
71,2017-01-04 00:00:00,16738.0,-4.5,0.0,78.3,1,0,-3.4,not,216.0,2017-01-04 00:00:00
72,2017-01-04 01:00:00,16738.0,-5.1,0.0,81.1,1,0,-3.4,not,140.0,2017-01-04 01:00:00
73,2017-01-04 02:00:00,16738.0,-5.4,0.0,82.3,1,0,-3.4,not,120.0,2017-01-04 02:00:00
74,2017-01-04 03:00:00,16738.0,-5.6,0.0,82.3,1,0,-3.4,not,67.0,2017-01-04 03:00:00
75,2017-01-04 04:00:00,16738.0,-5.4,0.0,83.7,1,0,-3.4,not,12.0,2017-01-04 04:00:00
76,2017-01-04 05:00:00,16738.0,-5.4,0.0,84.0,1,0,-3.4,not,12.0,2017-01-04 05:00:00
77,2017-01-04 06:00:00,16738.0,-3.9,0.0,81.0,1,0,-3.4,not,13.0,2017-01-04 06:00:00
78,2017-01-04 07:00:00,16738.0,-2.8,0.0,75.8,1,0,-3.4,not,16.0,2017-01-04 07:00:00
79,2017-01-04 08:00:00,16738.0,-1.9,0.0,73.9,1,0,-3.4,not,86.0,2017-01-04 08:00:00
80,2017-01-04 09:00:00,16738.0,-0.5,0.0,68.1,1,0,-3.4,not,448.0,2017-01-04 09:00:00
81,2017-01-04 10:00:00,16738.0,1.4,0.0,61.7,1,0,-3.4,not,278.0,2017-01-04 10:00:00
82,2017-01-04 11:00:00,16738.0,7.1,0.0,53.6,1,0,-3.4,not,158.0,2017-01-04 11:00:00
83,2017-01-04 12:00:00,16738.0,8.8,0.0,49.1,1,0,-3.4,not,133.0,2017-01-04 12:00:00
84,2017-01-04 13:00:00,16738.0,9.3,0.0,45.9,1,0,-3.4,not,181.0,2017-01-04 13:00:00
85,2017-01-04 14:00:00,16738.0,10.2,0.0,41.1,1,0,-3.4,not,167.0,2017-01-04 14:00:00
86,2017-01-04 15:00:00,16738.0,9.6,0.0,35.6,1,0,-3.4,not,164.0,2017-01-04 15:00:00
87,2017-01-04 16:00:00,16738.0,9.8,0.0,32.2,1,0,-3.4,not,115.0,2017-01-04 16:00:00
88,2017-01-04 17:00:00,16738.0,8.4,0.0,27.3,1,0,-3.4,not,89.0,2017-01-04 17:00:00
89,2017-01-04 18:00:00,16738.0,2.9,0.0,50.2,1,0,-3.4,not,509.0,2017-01-04 18:00:00
90,2017-01-04 19:00:00,16738.0,0.3,0.0,58.2,1,0,-3.4,not,525.0,2017-01-04 19:00:00
91,2017-01-04 20:00:00,16738.0,-1.2,0.0,65.8,1,0,-3.4,not,246.0,2017-01-04 20:00:00
92,2017-01-04 21:00:00,16738.0,-2.2,0.0,70.2,1,0,-3.4,not,145.0,2017-01-04 21:00:00
93,2017-01-04 22:00:00,16738.0,-3.1,0.0,73.7,1,0,-3.4,not,190.0,2017-01-04 22:00:00
94,2017-01-04 23:00:00,16738.0,-3.7,0.0,76.9,1,0,-3.4,not,337.0,2017-01-04 23:00:00
95,2017-01-05 00:00:00,16738.0,-3.8,0.0,78.7,1,0,-3.3,not,432.0,2017-01-05 00:00:00
96,2017-01-05 01:00:00,16738.0,-4.0,0.0,79.8,1,0,-3.3,not,141.0,2017-01-05 01:00:00
97,2017-01-05 02:00:00,16738.0,-4.3,0.0,81.8,1,0,-3.3,not,31.0,2017-01-05 02:00:00
98,2017-01-05 03:00:00,16738.0,-4.5,0.0,83.4,1,0,-3.3,not,111.0,2017-01-05 03:00:00
99,2017-01-05 04:00:00,16738.0,-4.6,0.0,84.7,1,0,-3.3,not,65.0,2017-01-05 04:00:00
100,2017-01-05 05:00:00,16738.0,-4.7,0.0,85.7,1,0,-3.3,not,13.0,2017-01-05 05:00:00
101,2017-01-05 06:00:00,16738.0,-4.8,0.0,86.4,1,0,-3.3,not,14.0,2017-01-05 06:00:00
102,2017-01-05 07:00:00,16738.0,-4.6,0.0,86.6,1,0,-3.3,not,15.0,2017-01-05 07:00:00
103,2017-01-05 08:00:00,16738.0,-4.1,0.0,86.6,1,0,-3.3,not,55.0,2017-01-05 08:00:00
104,2017-01-05 09:00:00,16738.0,-2.5,0.0,82.8,1,0,-3.3,not,161.0,2017-01-05 09:00:00
105,2017-01-05 10:00:00,16738.0,0.3,0.0,70.9,1,0,-3.3,not,311.0,2017-01-05 10:00:00
106,2017-01-05 11:00:00,16738.0,2.7,0.0,57.4,1,0,-3.3,not,385.0,2017-01-05 11:00:00
107,2017-01-05 12:00:00,16738.0,4.9,0.0,48.8,1,0,-3.3,not,327.0,2017-01-05 12:00:00
108,2017-01-05 13:00:00,16738.0,6.5,0.0,50.2,1,0,-3.3,not,243.0,2017-01-05 13:00:00
109,2017-01-05 14:00:00,16738.0,6.2,0.0,52.8,1,0,-3.3,not,337.0,2017-01-05 14:00:00
110,2017-01-05 15:00:00,16738.0,6.4,0.0,53.1,1,0,-3.3,not,118.0,2017-01-05 15:00:00
111,2017-01-05 16:00:00,16738.0,6.2,0.0,54.6,1,0,-3.3,not,185.0,2017-01-05 16:00:00
112,2017-01-05 17:00:00,16738.0,5.1,0.0,59.3,1,0,-3.3,not,284.0,2017-01-05 17:00:00
113,2017-01-05 18:00:00,16738.0,4.5,0.0,65.7,1,0,-3.3,not,149.0,2017-01-05 18:00:00
114,2017-01-05 19:00:00,16738.0,3.8,0.0,74.8,1,0,-3.3,not,267.0,2017-01-05 19:00:00
115,2017-01-05 20:00:00,16738.0,3.5,0.0,78.1,1,0,-3.3,not,76.0,2017-01-05 20:00:00
116,2017-01-05 21:00:00,16738.0,3.4,0.0,79.1,1,0,-3.3,not,98.0,2017-01-05 21:00:00
117,2017-01-05 22:00:00,16738.0,3.4,0.0,80.2,1,0,-3.3,not,225.0,2017-01-05 22:00:00
118,2017-01-05 23:00:00,16738.0,4.5,0.0,71.7,1,0,-3.3,not,113.0,2017-01-05 23:00:00
119,2017-01-06 00:00:00,16738.0,4.2,0.0,70.4,1,0,-1.1,not,244.0,2017-01-06 00:00:00
120,2017-01-06 01:00:00,16738.0,4.0,0.0,71.6,1,0,-1.1,not,109.0,2017-01-06 01:00:00
121,2017-01-06 02:00:00,16738.0,3.3,0.0,75.7,1,0,-1.1,not,144.0,2017-01-06 02:00:00
122,2017-01-06 03:00:00,16738.0,3.3,0.0,75.4,1,0,-1.1,not,256.0,2017-01-06 03:00:00
123,2017-01-06 04:00:00,16738.0,3.3,0.0,75.0,1,0,-1.1,not,30.0,2017-01-06 04:00:00
124,2017-01-06 05:00:00,16738.0,2.7,0.0,78.6,1,0,-1.1,not,38.0,2017-01-06 05:00:00
125,2017-01-06 06:00:00,16738.0,2.4,0.0,82.0,1,0,-1.1,not,30.0,2017-01-06 06:00:00
126,2017-01-06 07:00:00,16738.0,2.4,0.0,82.8,1,0,-1.1,not,215.0,2017-01-06 07:00:00
127,2017-01-06 08:00:00,16738.0,2.3,0.0,83.8,1,0,-1.1,not,364.0,2017-01-06 08:00:00
128,2017-01-06 09:00:00,16738.0,3.2,0.0,81.6,1,0,-1.1,not,299.0,2017-01-06 09:00:00
129,2017-01-06 10:00:00,16738.0,4.7,0.0,71.8,1,0,-1.1,not,317.0,2017-01-06 10:00:00
130,2017-01-06 11:00:00,16738.0,5.7,0.0,60.0,1,0,-1.1,not,210.0,2017-01-06 11:00:00
131,2017-01-06 12:00:00,16738.0,6.9,0.0,54.0,1,0,-1.1,not,38.0,2017-01-06 12:00:00
132,2017-01-06 13:00:00,16738.0,7.2,0.0,52.1,1,0,-1.1,not,63.0,2017-01-06 13:00:00
133,2017-01-06 14:00:00,16738.0,8.1,0.0,50.4,1,0,-1.1,not,224.0,2017-01-06 14:00:00
134,2017-01-06 15:00:00,16738.0,7.8,0.0,49.7,1,0,-1.1,not,108.0,2017-01-06 15:00:00
135,2017-01-06 16:00:00,16738.0,8.4,0.0,48.2,1,0,-1.1,not,56.0,2017-01-06 16:00:00
136,2017-01-06 17:00:00,16738.0,6.1,0.0,53.0,1,0,-1.1,not,141.0,2017-01-06 17:00:00
137,2017-01-06 18:00:00,16738.0,2.3,0.0,68.8,1,0,-1.1,not,116.0,2017-01-06 18:00:00
138,2017-01-06 19:00:00,16738.0,0.1,0.0,78.4,1,0,-1.1,not,347.0,2017-01-06 19:00:00
139,2017-01-06 20:00:00,16738.0,-0.9,0.0,82.5,1,0,-1.1,not,477.0,2017-01-06 20:00:00
140,2017-01-06 21:00:00,16738.0,-1.6,0.0,86.4,1,0,-1.1,not,377.0,2017-01-06 21:00:00
141,2017-01-06 22:00:00,16738.0,-2.5,0.0,88.1,1,0,-1.1,not,158.0,2017-01-06 22:00:00
142,2017-01-06 23:00:00,16738.0,-3.3,0.0,88.6,1,0,-1.1,not,183.0,2017-01-06 23:00:00
143,2017-01-07 00:00:00,16738.0,-3.6,0.0,89.3,0,0,-3.5,not,197.0,2017-01-07 00:00:00
144,2017-01-07 01:00:00,16738.0,-4.0,0.0,89.6,0,0,-3.5,not,48.0,2017-01-07 01:00:00
145,2017-01-07 02:00:00,16738.0,-4.3,0.0,89.2,0,0,-3.5,not,215.0,2017-01-07 02:00:00
146,2017-01-07 03:00:00,16738.0,-4.6,0.0,88.9,0,0,-3.5,not,52.0,2017-01-07 03:00:00
147,2017-01-07 04:00:00,16738.0,-5.0,0.0,88.6,0,0,-3.5,not,28.0,2017-01-07 04:00:00
148,2017-01-07 05:00:00,16738.0,-5.3,0.0,88.4,0,0,-3.5,not,18.0,2017-01-07 05:00:00
149,2017-01-07 06:00:00,16738.0,-5.7,0.0,88.1,0,0,-3.5,not,14.0,2017-01-07 06:00:00
150,2017-01-07 07:00:00,16738.0,-5.9,0.0,87.6,0,0,-3.5,not,137.0,2017-01-07 07:00:00
151,2017-01-07 08:00:00,16738.0,-5.6,0.0,88.1,0,0,-3.5,not,20.0,2017-01-07 08:00:00
152,2017-01-07 09:00:00,16738.0,-3.8,0.0,88.1,0,0,-3.5,not,39.0,2017-01-07 09:00:00
153,2017-01-07 10:00:00,16738.0,-1.3,0.0,90.1,0,0,-3.5,not,104.0,2017-01-07 10:00:00
154,2017-01-07 11:00:00,16738.0,1.8,0.0,77.4,0,0,-3.5,not,227.0,2017-01-07 11:00:00
155,2017-01-07 12:00:00,16738.0,4.2,0.0,66.2,0,0,-3.5,not,331.0,2017-01-07 12:00:00
156,2017-01-07 13:00:00,16738.0,5.7,0.0,56.4,0,0,-3.5,not,285.0,2017-01-07 13:00:00
157,2017-01-07 14:00:00,16738.0,6.1,0.0,55.5,0,0,-3.5,not,435.0,2017-01-07 14:00:00
158,2017-01-07 15:00:00,16738.0,6.7,0.0,54.2,0,0,-3.5,not,196.0,2017-01-07 15:00:00
159,2017-01-07 16:00:00,16738.0,6.7,0.0,53.7,0,0,-3.5,not,152.0,2017-01-07 16:00:00
160,2017-01-07 17:00:00,16738.0,5.7,0.0,56.8,0,0,-3.5,not,170.0,2017-01-07 17:00:00
161,2017-01-07 18:00:00,16738.0,3.6,0.0,64.4,0,0,-3.5,not,185.0,2017-01-07 18:00:00
162,2017-01-07 19:00:00,16738.0,2.2,0.0,75.7,0,0,-3.5,not,268.0,2017-01-07 19:00:00
163,2017-01-07 20:00:00,16738.0,2.0,0.0,75.8,0,0,-3.5,not,93.0,2017-01-07 20:00:00
164,2017-01-07 21:00:00,16738.0,1.9,0.0,77.7,0,0,-3.5,not,114.0,2017-01-07 21:00:00
165,2017-01-07 22:00:00,16738.0,1.5,0.0,80.8,0,0,-3.5,not,110.0,2017-01-07 22:00:00
166,2017-01-07 23:00:00,16738.0,1.5,0.0,81.4,0,0,-3.5,not,145.0,2017-01-07 23:00:00
167,2017-01-08 00:00:00,16738.0,1.4,0.0,82.1,0,0,2.9,not,142.0,2017-01-08 00:00:00
168,2017-01-08 01:00:00,16738.0,1.4,0.0,82.2,0,0,2.9,not,90.0,2017-01-08 01:00:00
169,2017-01-08 02:00:00,16738.0,1.7,0.0,80.4,0,0,2.9,not,106.0,2017-01-08 02:00:00
170,2017-01-08 03:00:00,16738.0,1.7,0.0,82.3,0,0,2.9,not,118.0,2017-01-08 03:00:00
171,2017-01-08 04:00:00,16738.0,1.5,0.0,83.3,0,0,2.9,not,92.0,2017-01-08 04:00:00
172,2017-01-08 05:00:00,16738.0,1.5,0.0,84.2,0,0,2.9,not,12.0,2017-01-08 05:00:00
173,2017-01-08 06:00:00,16738.0,1.5,0.0,84.4,0,0,2.9,not,13.0,2017-01-08 06:00:00
174,2017-01-08 07:00:00,16738.0,1.5,0.0,85.5,0,0,2.9,not,14.0,2017-01-08 07:00:00
175,2017-01-08 08:00:00,16738.0,1.7,0.0,84.1,0,0,2.9,not,153.0,2017-01-08 08:00:00
176,2017-01-08 09:00:00,16738.0,2.8,0.0,79.7,0,0,2.9,not,86.0,2017-01-08 09:00:00
177,2017-01-08 10:00:00,16738.0,4.4,0.0,72.1,0,0,2.9,not,364.0,2017-01-08 10:00:00
178,2017-01-08 11:00:00,16738.0,7.2,0.0,58.6,0,0,2.9,not,286.0,2017-01-08 11:00:00
179,2017-01-08 12:00:00,16738.0,9.1,0.0,52.6,0,0,2.9,not,263.0,2017-01-08 12:00:00
180,2017-01-08 13:00:00,16738.0,11.6,0.0,46.5,0,0,2.9,not,153.0,2017-01-08 13:00:00
181,2017-01-08 14:00:00,16738.0,11.4,0.0,45.9,0,0,2.9,not,92.0,2017-01-08 14:00:00
182,2017-01-08 15:00:00,16738.0,12.2,0.0,44.1,0,0,2.9,not,76.0,2017-01-08 15:00:00
183,2017-01-08 16:00:00,16738.0,11.7,0.0,45.7,0,0,2.9,not,110.0,2017-01-08 16:00:00
184,2017-01-08 17:00:00,16738.0,10.1,0.0,50.6,0,0,2.9,not,114.0,2017-01-08 17:00:00
185,2017-01-08 18:00:00,16738.0,6.6,0.0,61.2,0,0,2.9,not,211.0,2017-01-08 18:00:00
186,2017-01-08 19:00:00,16738.0,4.1,0.0,73.3,0,0,2.9,not,203.0,2017-01-08 19:00:00
187,2017-01-08 20:00:00,16738.0,4.4,0.0,74.6,0,0,2.9,not,328.0,2017-01-08 20:00:00
188,2017-01-08 21:00:00,16738.0,4.3,0.0,80.1,0,0,2.9,not,465.0,2017-01-08 21:00:00
189,2017-01-08 22:00:00,16738.0,4.7,0.0,82.3,0,0,2.9,not,452.0,2017-01-08 22:00:00
190,2017-01-08 23:00:00,16738.0,4.7,0.0,81.3,0,0,2.9,not,149.0,2017-01-08 23:00:00
191,2017-01-09 00:00:00,16738.0,6.0,0.0,73.9,1,0,-0.7,not,222.0,2017-01-09 00:00:00
192,2017-01-09 01:00:00,16738.0,7.7,0.0,55.4,1,0,-0.7,not,184.0,2017-01-09 01:00:00
193,2017-01-09 02:00:00,16738.0,6.5,0.0,64.3,1,0,-0.7,not,153.0,2017-01-09 02:00:00
194,2017-01-09 03:00:00,16738.0,5.5,0.0,73.7,1,0,-0.7,not,122.0,2017-01-09 03:00:00
195,2017-01-09 04:00:00,16738.0,5.0,0.0,74.4,1,0,-0.7,not,28.0,2017-01-09 04:00:00
196,2017-01-09 05:00:00,16738.0,5.2,0.0,62.2,1,0,-0.7,not,20.0,2017-01-09 05:00:00
197,2017-01-09 06:00:00,16738.0,5.3,0.0,57.5,1,0,-0.7,not,12.0,2017-01-09 06:00:00
198,2017-01-09 07:00:00,16738.0,4.8,0.0,57.4,1,0,-0.7,not,103.0,2017-01-09 07:00:00
199,2017-01-09 08:00:00,16738.0,5.0,0.0,52.8,1,0,-0.7,not,128.0,2017-01-09 08:00:00
200,2017-01-09 09:00:00,16738.0,5.1,0.0,52.0,1,0,-0.7,not,176.0,2017-01-09 09:00:00
201,2017-01-09 10:00:00,16738.0,5.1,0.0,54.2,1,0,-0.7,not,123.0,2017-01-09 10:00:00
202,2017-01-09 11:00:00,16738.0,5.7,0.0,53.9,1,0,-0.7,not,139.0,2017-01-09 11:00:00
203,2017-01-09 12:00:00,16738.0,6.3,0.0,49.3,1,0,-0.7,not,182.0,2017-01-09 12:00:00
204,2017-01-09 13:00:00,16738.0,7.9,0.0,44.1,1,0,-0.7,not,409.0,2017-01-09 13:00:00
205,2017-01-09 14:00:00,16738.0,8.0,0.0,37.7,1,0,-0.7,not,241.0,2017-01-09 14:00:00
206,2017-01-09 15:00:00,16738.0,8.3,0.0,31.1,1,0,-0.7,not,189.0,2017-01-09 15:00:00
207,2017-01-09 16:00:00,16738.0,7.7,0.0,33.1,1,0,-0.7,not,300.0,2017-01-09 16:00:00
208,2017-01-09 17:00:00,16738.0,6.5,0.0,41.3,1,0,-0.7,not,162.0,2017-01-09 17:00:00
209,2017-01-09 18:00:00,16738.0,5.2,0.0,43.0,1,0,-0.7,not,49.0,2017-01-09 18:00:00
210,2017-01-09 19:00:00,16738.0,0.7,0.0,57.7,1,0,-0.7,not,159.0,2017-01-09 19:00:00
211,2017-01-09 20:00:00,16738.0,-0.7,0.0,61.4,1,0,-0.7,not,307.0,2017-01-09 20:00:00
212,2017-01-09 21:00:00,16738.0,-1.9,0.0,67.5,1,0,-0.7,not,129.0,2017-01-09 21:00:00
213,2017-01-09 22:00:00,16738.0,-1.8,0.0,66.4,1,0,-0.7,not,195.0,2017-01-09 22:00:00
214,2017-01-09 23:00:00,16738.0,0.4,0.0,60.6,1,0,-0.7,not,81.0,2017-01-09 23:00:00
215,2017-01-10 00:00:00,16738.0,-3.3,0.0,74.8,1,0,-5.0,not,248.0,2017-01-10 00:00:00
216,2017-01-10 01:00:00,16738.0,-4.2,0.0,78.9,1,0,-5.0,not,267.0,2017-01-10 01:00:00
217,2017-01-10 02:00:00,16738.0,-4.9,0.0,83.2,1,0,-5.0,not,235.0,2017-01-10 02:00:00
218,2017-01-10 03:00:00,16738.0,-5.4,0.0,84.5,1,0,-5.0,not,226.0,2017-01-10 03:00:00
219,2017-01-10 04:00:00,16738.0,-6.2,0.0,85.3,1,0,-5.0,not,26.0,2017-01-10 04:00:00
220,2017-01-10 05:00:00,16738.0,-5.8,0.0,85.2,1,0,-5.0,not,26.0,2017-01-10 05:00:00
221,2017-01-10 06:00:00,16738.0,-3.9,0.0,73.8,1,0,-5.0,not,27.0,2017-01-10 06:00:00
222,2017-01-10 07:00:00,16738.0,-1.7,0.0,57.4,1,0,-5.0,not,123.0,2017-01-10 07:00:00
223,2017-01-10 08:00:00,16738.0,-1.9,0.0,56.1,1,0,-5.0,not,301.0,2017-01-10 08:00:00
224,2017-01-10 09:00:00,16738.0,-1.0,0.0,52.3,1,0,-5.0,not,418.0,2017-01-10 09:00:00
225,2017-01-10 10:00:00,16738.0,1.7,0.0,43.7,1,0,-5.0,not,520.0,2017-01-10 10:00:00
226,2017-01-10 11:00:00,16738.0,1.9,0.0,41.3,1,0,-5.0,not,205.0,2017-01-10 11:00:00
227,2017-01-10 12:00:00,16738.0,2.7,0.0,31.3,1,0,-5.0,not,66.0,2017-01-10 12:00:00
228,2017-01-10 13:00:00,16738.0,3.7,0.0,34.1,1,0,-5.0,not,189.0,2017-01-10 13:00:00
229,2017-01-10 14:00:00,16738.0,4.3,0.0,34.3,1,0,-5.0,not,151.0,2017-01-10 14:00:00
230,2017-01-10 15:00:00,16738.0,4.5,0.0,35.9,1,0,-5.0,not,38.0,2017-01-10 15:00:00
